line,Group_ID,line_rep,Sex,memory_score,Test
555,910,1,Male,-,Relief
555,911,2,Male,-,Relief
555,912,3,Male,-,Relief
555,913,4,Male,-15.38461538,Relief
555,914,5,Male,-,Relief
555,915,6,Male,6.349206349,Relief
555,916,7,Male,-,Relief
555,917,8,Male,-,Relief
555,918,9,Male,-3.409090909,Relief
555,919,10,Male,-11.42857143,Relief
555,920,11,Male,0,Relief
555,921,12,Male,-,Relief
555,922,13,Male,-0.757575758,Relief
555,923,14,Male,-11.9047619,Relief
555,924,15,Male,20,Relief
555,925,16,Male,-3.703703704,Relief
555,926,17,Male,-0.952380952,Relief
555,927,18,Male,-,Relief
555,928,19,Male,2.631578947,Relief
555,929,20,Male,6.111111111,Relief
555,930,21,Male,-19.04761905,Relief
555,931,22,Male,-,Relief
555,932,23,Male,-,Relief
555,933,24,Male,-,Relief
639,934,1,Male,-,Relief
639,935,2,Male,-,Relief
639,936,3,Male,-20.30812325,Relief
639,937,4,Male,-,Relief
639,938,5,Male,-23.01587302,Relief
639,939,6,Male,-31.79824561,Relief
639,940,7,Male,-18.33333333,Relief
639,941,8,Male,-15.94202899,Relief
639,942,9,Male,-1.428571429,Relief
639,943,10,Male,-18.70967742,Relief
639,944,11,Male,-5.555555556,Relief
639,945,12,Male,-4.166666667,Relief
639,946,13,Male,8.173913043,Relief
639,947,14,Male,23.80952381,Relief
639,948,15,Male,-8.823529412,Relief
639,949,16,Male,8.928571429,Relief
639,950,17,Male,6.857142857,Relief
639,951,18,Male,-,Relief
639,952,19,Male,7.894736842,Relief
639,953,20,Male,26.75585284,Relief
639,954,21,Male,13.18181818,Relief
639,955,22,Male,18,Relief
639,956,23,Male,56.81818182,Relief
639,957,24,Male,-,Relief
705,958,1,Male,-28.85714286,Relief
705,959,2,Male,-,Relief
705,960,3,Male,0.592885375,Relief
705,961,4,Male,-5.194805195,Relief
705,962,5,Male,0,Relief
705,963,6,Male,0,Relief
705,964,7,Male,0,Relief
705,965,8,Male,-,Relief
705,966,9,Male,3.125,Relief
705,967,10,Male,-3.448275862,Relief
705,968,11,Male,23.07692308,Relief
705,969,12,Male,14.73684211,Relief
705,970,13,Male,30,Relief
705,971,14,Male,33.33333333,Relief
705,972,15,Male,20.6959707,Relief
705,973,16,Male,12.5,Relief
705,974,17,Male,35.18796992,Relief
705,975,18,Male,23.21428571,Relief
705,976,19,Male,20.83333333,Relief
705,977,20,Male,32.95932679,Relief
705,978,21,Male,20,Relief
705,979,22,Male,25,Relief
705,980,23,Male,16.66666667,Relief
705,981,24,Male,-,Relief
707,982,1,Male,-36.72727273,Relief
707,983,2,Male,-20,Relief
707,984,3,Male,-16.66666667,Relief
707,985,4,Male,-,Relief
707,986,5,Male,0,Relief
707,987,6,Male,-20,Relief
707,988,7,Male,-6.25,Relief
707,989,8,Male,-3.571428571,Relief
707,990,9,Male,-8.333333333,Relief
707,991,10,Male,0,Relief
707,992,11,Male,-28.88888889,Relief
707,993,12,Male,-,Relief
707,994,13,Male,0,Relief
707,995,14,Male,0,Relief
707,996,15,Male,-1.242236025,Relief
707,997,16,Male,3.236654056,Relief
707,998,17,Male,5.909090909,Relief
707,999,18,Male,10,Relief
707,1000,19,Male,-,Relief
707,1001,20,Male,18.42105263,Relief
707,1002,21,Male,-,Relief
707,1003,22,Male,-,Relief
707,1004,23,Male,-,Relief
707,1005,24,Male,-,Relief
707,1006,25,Male,48.95833333,Relief
712,1007,1,Male,-33.33333333,Relief
712,1008,2,Male,7.97979798,Relief
712,1009,3,Male,-11.11111111,Relief
712,1010,4,Male,0,Relief
712,1011,5,Male,9.615384615,Relief
712,1012,6,Male,-,Relief
712,1013,7,Male,0,Relief
712,1014,8,Male,0,Relief
712,1015,9,Male,3.846153846,Relief
712,1016,10,Male,2.02020202,Relief
712,1017,11,Male,0,Relief
712,1018,12,Male,6.25,Relief
712,1019,13,Male,4.347826087,Relief
712,1020,14,Male,12.71929825,Relief
712,1021,15,Male,-,Relief
712,1022,16,Male,10.81081081,Relief
712,1023,17,Male,3.921568627,Relief
712,1024,18,Male,11.02756892,Relief
712,1025,19,Male,-,Relief
712,1026,20,Male,25,Relief
712,1027,21,Male,3.333333333,Relief
712,1028,22,Male,19.27899687,Relief
712,1029,23,Male,45,Relief
712,1030,24,Male,44.44444444,Relief
714,1031,1,Male,-,Relief
714,1032,2,Male,-,Relief
714,1033,3,Male,-45.71428571,Relief
714,1034,4,Male,-2.608695652,Relief
714,1035,5,Male,-23.93162393,Relief
714,1036,6,Male,-16.66666667,Relief
714,1037,7,Male,-,Relief
714,1038,8,Male,0,Relief
714,1039,9,Male,-,Relief
714,1040,10,Male,0,Relief
714,1041,11,Male,-,Relief
714,1042,12,Male,-,Relief
714,1043,13,Male,0,Relief
714,1044,14,Male,-,Relief
714,1045,15,Male,0,Relief
714,1046,16,Male,17.71428571,Relief
714,1047,17,Male,36.36363636,Relief
714,1048,18,Male,-,Relief
714,1049,19,Male,7.5,Relief
714,1050,20,Male,-,Relief
714,1051,21,Male,29.16666667,Relief
714,1052,22,Male,16.66666667,Relief
714,1053,23,Male,35,Relief
714,1054,24,Male,-,Relief
730,1055,1,Male,-,Relief
730,1056,2,Male,-,Relief
730,1057,3,Male,-20,Relief
730,1058,4,Male,-12.5,Relief
730,1059,5,Male,-,Relief
730,1060,6,Male,-43.63636364,Relief
730,1061,7,Male,-7.105263158,Relief
730,1062,8,Male,6.666666667,Relief
730,1063,9,Male,-4.411764706,Relief
730,1064,10,Male,-,Relief
730,1065,11,Male,-6.095238095,Relief
730,1066,12,Male,-,Relief
730,1067,13,Male,-3.896103896,Relief
730,1068,14,Male,-,Relief
730,1069,15,Male,0,Relief
730,1070,16,Male,17.5,Relief
730,1071,17,Male,-2.745098039,Relief
730,1072,18,Male,9.523809524,Relief
730,1073,19,Male,31.16883117,Relief
730,1074,20,Male,-,Relief
730,1075,21,Male,-,Relief
730,1076,22,Male,-,Relief
730,1077,23,Male,28.28282828,Relief
730,1078,24,Male,-,Relief
732,1079,1,Male,-23.63636364,Relief
732,1080,2,Male,-,Relief
732,1081,3,Male,0.672268908,Relief
732,1082,4,Male,-,Relief
732,1083,5,Male,-,Relief
732,1084,6,Male,-5.263157895,Relief
732,1085,7,Male,-15,Relief
732,1086,8,Male,-20,Relief
732,1087,9,Male,3.333333333,Relief
732,1088,10,Male,7.5,Relief
732,1089,11,Male,5,Relief
732,1090,12,Male,-11.42857143,Relief
732,1091,13,Male,5.59772296,Relief
732,1092,14,Male,5.555555556,Relief
732,1093,15,Male,11.66666667,Relief
732,1094,16,Male,7.368421053,Relief
732,1095,17,Male,-,Relief
732,1096,18,Male,-,Relief
732,1097,19,Male,22.22222222,Relief
732,1098,20,Male,-,Relief
732,1099,21,Male,-,Relief
732,1100,22,Male,7.948717949,Relief
732,1101,23,Male,19.23076923,Relief
732,1102,24,Male,25.67204301,Relief
732,1103,25,Male,-,Relief
732,1104,26,Male,35.29411765,Relief
765,1105,1,Male,-42.85714286,Relief
765,1106,2,Male,-13.33333333,Relief
765,1107,3,Male,1.435406699,Relief
765,1108,4,Male,-28.57142857,Relief
765,1109,5,Male,0,Relief
765,1110,6,Male,-12.5,Relief
765,1111,7,Male,-9.090909091,Relief
765,1112,8,Male,-,Relief
765,1113,9,Male,0,Relief
765,1114,10,Male,0,Relief
765,1115,11,Male,0,Relief
765,1116,12,Male,0,Relief
765,1117,13,Male,-2.424242424,Relief
765,1118,14,Male,-31.66666667,Relief
765,1119,15,Male,14.28571429,Relief
765,1120,16,Male,7.777777778,Relief
765,1121,17,Male,7.142857143,Relief
765,1122,18,Male,3.846153846,Relief
765,1123,19,Male,1.785714286,Relief
765,1124,20,Male,22.22222222,Relief
765,1125,21,Male,14.81481481,Relief
765,1126,22,Male,-,Relief
765,1127,23,Male,22.22222222,Relief
765,1128,24,Male,-,Relief
774,1129,1,Male,-,Relief
774,1130,2,Male,-12.23719677,Relief
774,1131,3,Male,-,Relief
774,1132,4,Male,-5.714285714,Relief
774,1133,5,Male,-16.66666667,Relief
774,1134,6,Male,-12.5,Relief
774,1135,7,Male,-0.108695652,Relief
774,1136,8,Male,-7.530737705,Relief
774,1137,9,Male,-,Relief
774,1138,10,Male,0,Relief
774,1139,11,Male,0,Relief
774,1140,12,Male,0,Relief
774,1141,13,Male,0,Relief
774,1142,14,Male,-,Relief
774,1143,15,Male,-,Relief
774,1144,16,Male,1.5,Relief
774,1145,17,Male,0,Relief
774,1146,18,Male,0,Relief
774,1147,19,Male,6.25,Relief
774,1148,20,Male,8.333333333,Relief
774,1149,21,Male,6.896551724,Relief
774,1150,22,Male,1.724137931,Relief
774,1151,23,Male,-,Relief
774,1152,24,Male,-,Relief
774,1153,25,Male,-,Relief
774,1154,26,Male,12.5,Relief
786,1155,1,Male,-,Relief
786,1156,2,Male,-,Relief
786,1157,3,Male,-,Relief
786,1158,4,Male,-2.117647059,Relief
786,1159,5,Male,-,Relief
786,1160,6,Male,-,Relief
786,1161,7,Male,-,Relief
786,1162,8,Male,-,Relief
786,1163,9,Male,-,Relief
786,1164,10,Male,-,Relief
786,1165,11,Male,-,Relief
786,1166,12,Male,7.142857143,Relief
786,1167,13,Male,9.090909091,Relief
786,1168,14,Male,9.473684211,Relief
786,1169,15,Male,14.28571429,Relief
786,1170,16,Male,-,Relief
786,1171,17,Male,-,Relief
786,1172,18,Male,12.5,Relief
786,1173,19,Male,18.33333333,Relief
786,1174,20,Male,31.83333333,Relief
786,1175,21,Male,41.66666667,Relief
786,1176,22,Male,16.66666667,Relief
786,1177,23,Male,14.14141414,Relief
786,1178,24,Male,37.5,Relief
799,1179,1,Male,-,Relief
799,1180,2,Male,5.714285714,Relief
799,1181,3,Male,-19.04761905,Relief
799,1182,4,Male,-,Relief
799,1183,5,Male,3.409090909,Relief
799,1184,6,Male,6.666666667,Relief
799,1185,7,Male,-,Relief
799,1186,8,Male,3.174603175,Relief
799,1187,9,Male,5.714285714,Relief
799,1188,10,Male,19.0821256,Relief
799,1189,11,Male,-16.0130719,Relief
799,1190,12,Male,18.45841785,Relief
799,1191,13,Male,-,Relief
799,1192,14,Male,18.88111888,Relief
799,1193,15,Male,0,Relief
799,1194,16,Male,24.35897436,Relief
799,1195,17,Male,50,Relief
799,1196,18,Male,-,Relief
799,1197,19,Male,32.96703297,Relief
799,1198,20,Male,35.08245877,Relief
799,1199,21,Male,57.14285714,Relief
799,1200,22,Male,-,Relief
799,1201,23,Male,57.14285714,Relief
799,1202,24,Male,78.57142857,Relief
820,1203,1,Male,-,Relief
820,1204,2,Male,-13.63636364,Relief
820,1205,3,Male,-37.06004141,Relief
820,1206,4,Male,-19.64285714,Relief
820,1207,5,Male,-,Relief
820,1208,6,Male,-9.473684211,Relief
820,1209,7,Male,-16.28787879,Relief
820,1210,8,Male,6.787330317,Relief
820,1211,9,Male,-,Relief
820,1212,10,Male,-14.28571429,Relief
820,1213,11,Male,-,Relief
820,1214,12,Male,-4.273504274,Relief
820,1215,13,Male,-16.66666667,Relief
820,1216,14,Male,-,Relief
820,1217,15,Male,-,Relief
820,1218,16,Male,18.18181818,Relief
820,1219,17,Male,-,Relief
820,1220,18,Male,21.73913043,Relief
820,1221,19,Male,9.941520468,Relief
820,1222,20,Male,0,Relief
820,1223,21,Male,32.77310924,Relief
820,1224,22,Male,39.28571429,Relief
820,1225,23,Male,28.57142857,Relief
820,1226,24,Male,-,Relief
852,1227,1,Male,-,Relief
852,1228,2,Male,-,Relief
852,1229,3,Male,-,Relief
852,1230,4,Male,-,Relief
852,1231,5,Male,-1.428571429,Relief
852,1232,6,Male,-,Relief
852,1233,7,Male,12.5,Relief
852,1234,8,Male,-,Relief
852,1235,9,Male,-,Relief
852,1236,10,Male,-,Relief
852,1237,11,Male,13.18681319,Relief
852,1238,12,Male,-,Relief
852,1239,13,Male,-,Relief
852,1240,14,Male,3.333333333,Relief
852,1241,15,Male,-10,Relief
852,1242,16,Male,12.5,Relief
852,1243,17,Male,6.666666667,Relief
852,1244,18,Male,-,Relief
852,1245,19,Male,73.21428571,Relief
852,1246,20,Male,-,Relief
852,1247,21,Male,-,Relief
852,1248,22,Male,-,Relief
852,1249,23,Male,3.333333333,Relief
852,1250,24,Male,50,Relief
859,1251,1,Male,-38.88888889,Relief
859,1252,2,Male,-16.66666667,Relief
859,1253,3,Male,-,Relief
859,1254,4,Male,-33.33333333,Relief
859,1255,5,Male,-,Relief
859,1256,6,Male,-31.16883117,Relief
859,1257,7,Male,-,Relief
859,1258,8,Male,-8.333333333,Relief
859,1259,9,Male,-12.27272727,Relief
859,1260,10,Male,1.260504202,Relief
859,1261,11,Male,-13.33333333,Relief
859,1262,12,Male,12.22222222,Relief
859,1263,13,Male,54.54545455,Relief
859,1264,14,Male,0,Relief
859,1265,15,Male,0,Relief
859,1266,16,Male,-4.395604396,Relief
859,1267,17,Male,5.263157895,Relief
859,1268,18,Male,-,Relief
859,1269,19,Male,2.564102564,Relief
859,1270,20,Male,25.71428571,Relief
859,1271,21,Male,-,Relief
859,1272,22,Male,-,Relief
859,1273,23,Male,-,Relief
859,1274,24,Male,33.33333333,Relief
208,358,1,Female,-20.91666667,Relief
208,359,2,Female,-6.25,Relief
208,360,3,Female,-0.545454545,Relief
208,361,4,Female,4.166666667,Relief
208,362,5,Female,1.405405405,Relief
208,363,6,Female,0,Relief
208,364,7,Female,-,Relief
208,365,8,Female,0,Relief
208,366,9,Female,3.344481605,Relief
208,367,10,Female,1.58045977,Relief
208,368,11,Female,-0.501253133,Relief
208,369,12,Female,3.896103896,Relief
208,370,13,Female,11.30811663,Relief
208,371,14,Female,8.268398268,Relief
208,372,15,Female,9.007092199,Relief
208,373,16,Female,19.43076081,Relief
208,374,17,Female,29.92610837,Relief
208,375,18,Female,21.65517241,Relief
208,376,19,Female,21.58385093,Relief
208,377,20,Female,31.52492669,Relief
208,378,21,Female,33.92857143,Relief
208,379,22,Female,24.47570332,Relief
208,380,23,Female,68.261563,Relief
208,381,24,Female,84.61538462,Relief
301,382,1,Female,-32.14285714,Relief
301,383,2,Female,-,Relief
301,384,3,Female,-7.142857143,Relief
301,385,4,Female,-10,Relief
301,386,5,Female,-12.5,Relief
301,387,6,Female,0,Relief
301,388,7,Female,-14.28571429,Relief
301,389,8,Female,-,Relief
301,390,9,Female,-5.555555556,Relief
301,391,10,Female,-16.66666667,Relief
301,392,11,Female,0,Relief
301,393,12,Female,0,Relief
301,394,13,Female,0,Relief
301,395,14,Female,11.11111111,Relief
301,396,15,Female,-,Relief
301,397,16,Female,0,Relief
301,398,17,Female,18.75,Relief
301,399,18,Female,25,Relief
301,400,19,Female,16.66666667,Relief
301,401,20,Female,-,Relief
301,402,21,Female,-,Relief
301,403,22,Female,37.5,Relief
301,404,23,Female,30,Relief
301,405,24,Female,-,Relief
303,406,1,Female,-,Relief
303,407,2,Female,-,Relief
303,408,3,Female,-,Relief
303,409,4,Female,-10.66666667,Relief
303,410,5,Female,-21.66666667,Relief
303,411,6,Female,0,Relief
303,412,7,Female,-11.11111111,Relief
303,413,8,Female,-7.619047619,Relief
303,414,9,Female,-,Relief
303,415,10,Female,1.388888889,Relief
303,416,11,Female,-,Relief
303,417,12,Female,15.78947368,Relief
303,418,13,Female,-3.333333333,Relief
303,419,14,Female,8.333333333,Relief
303,420,15,Female,21.8487395,Relief
303,421,16,Female,-,Relief
303,422,17,Female,-,Relief
303,423,18,Female,-10.60606061,Relief
303,424,19,Female,33.99209486,Relief
303,425,20,Female,34.87394958,Relief
303,426,21,Female,46.96969697,Relief
303,427,22,Female,76.92307692,Relief
303,428,23,Female,26.66666667,Relief
303,429,24,Female,-,Relief
304,430,1,Female,-68.25396825,Relief
304,431,2,Female,-,Relief
304,432,3,Female,-,Relief
304,433,4,Female,-11.11111111,Relief
304,434,5,Female,-14.28571429,Relief
304,435,6,Female,0,Relief
304,436,7,Female,-2.597402597,Relief
304,437,8,Female,-,Relief
304,438,9,Female,-,Relief
304,439,10,Female,-,Relief
304,440,11,Female,-,Relief
304,441,12,Female,-,Relief
304,442,13,Female,-,Relief
304,443,14,Female,0,Relief
304,444,15,Female,0,Relief
304,445,16,Female,4,Relief
304,446,17,Female,11.11111111,Relief
304,447,18,Female,10,Relief
304,448,19,Female,18.75,Relief
304,449,20,Female,12.31884058,Relief
304,450,21,Female,-,Relief
304,451,22,Female,-,Relief
304,452,23,Female,22.22222222,Relief
304,453,24,Female,27.08333333,Relief
304,454,25,Female,-,Relief
307,455,1,Female,-8.26873385,Relief
307,456,2,Female,-11.74089069,Relief
307,457,3,Female,-7.253384913,Relief
307,458,4,Female,-2.546296296,Relief
307,459,5,Female,0.238095238,Relief
307,460,6,Female,-2.631578947,Relief
307,461,7,Female,-0.054945055,Relief
307,462,8,Female,-3.278688525,Relief
307,463,9,Female,0,Relief
307,464,10,Female,0,Relief
307,465,11,Female,0,Relief
307,466,12,Female,-5.147058824,Relief
307,467,13,Female,-3.525641026,Relief
307,468,14,Female,3.344481605,Relief
307,469,15,Female,0,Relief
307,470,16,Female,5.882352941,Relief
307,471,17,Female,0,Relief
307,472,18,Female,5.238095238,Relief
307,473,19,Female,5,Relief
307,474,20,Female,0.761904762,Relief
307,475,21,Female,10,Relief
307,476,22,Female,27.27272727,Relief
307,477,23,Female,10.66810345,Relief
307,478,24,Female,13.79310345,Relief
307,479,25,Female,32.58928571,Relief
313,480,1,Female,-7.142857143,Relief
313,481,2,Female,-9.848484848,Relief
313,482,3,Female,-16.66666667,Relief
313,483,4,Female,-,Relief
313,484,5,Female,0,Relief
313,485,6,Female,-11.11111111,Relief
313,486,7,Female,-4.347826087,Relief
313,487,8,Female,-6.25,Relief
313,488,9,Female,0,Relief
313,489,10,Female,0,Relief
313,490,11,Female,0,Relief
313,491,12,Female,0,Relief
313,492,13,Female,0,Relief
313,493,14,Female,-,Relief
313,494,15,Female,-5,Relief
313,495,16,Female,0,Relief
313,496,17,Female,9.523809524,Relief
313,497,18,Female,16.80672269,Relief
313,498,19,Female,18.75,Relief
313,499,20,Female,19.6969697,Relief
313,500,21,Female,33.33333333,Relief
315,501,1,Female,-41.66666667,Relief
315,502,2,Female,-19.35483871,Relief
315,503,3,Female,-11.11111111,Relief
315,504,4,Female,1.388888889,Relief
315,505,5,Female,-8.333333333,Relief
315,506,6,Female,-7.692307692,Relief
315,507,7,Female,-,Relief
315,508,8,Female,2.136752137,Relief
315,509,9,Female,0,Relief
315,510,10,Female,0,Relief
315,511,11,Female,0,Relief
315,512,12,Female,9.090909091,Relief
315,513,13,Female,14.28571429,Relief
315,514,14,Female,-4.743083004,Relief
315,515,15,Female,14.28571429,Relief
315,516,16,Female,0,Relief
315,517,17,Female,15.90909091,Relief
315,518,18,Female,8.333333333,Relief
315,519,19,Female,-,Relief
315,520,20,Female,11.11111111,Relief
315,521,21,Female,-,Relief
315,522,22,Female,-,Relief
315,523,23,Female,-,Relief
315,524,24,Female,28.57142857,Relief
324,525,1,Female,-30.35714286,Relief
324,526,2,Female,-18.33333333,Relief
324,527,3,Female,-18.62348178,Relief
324,528,4,Female,-12.38095238,Relief
324,529,5,Female,-,Relief
324,530,6,Female,-,Relief
324,531,7,Female,-,Relief
324,532,8,Female,-6.616961789,Relief
324,533,9,Female,7.692307692,Relief
324,534,10,Female,13.70967742,Relief
324,535,11,Female,3.418803419,Relief
324,536,12,Female,0,Relief
324,537,13,Female,14.28571429,Relief
324,538,14,Female,-9.64673913,Relief
324,539,15,Female,6.565656566,Relief
324,540,16,Female,6.666666667,Relief
324,541,17,Female,7.575757576,Relief
324,542,18,Female,14.44444444,Relief
324,543,19,Female,10,Relief
324,544,20,Female,9.663865546,Relief
324,545,21,Female,30.02873563,Relief
324,546,22,Female,25,Relief
324,547,23,Female,35.71428571,Relief
324,548,24,Female,39.79591837,Relief
335,549,1,Female,-20,Relief
335,550,2,Female,-16.66666667,Relief
335,551,3,Female,-46.46464646,Relief
335,552,4,Female,-4.347826087,Relief
335,553,5,Female,5.882352941,Relief
335,554,6,Female,-,Relief
335,555,7,Female,0,Relief
335,556,8,Female,0,Relief
335,557,9,Female,0,Relief
335,558,10,Female,25,Relief
335,559,11,Female,-,Relief
335,560,12,Female,0,Relief
335,561,13,Female,1.555555556,Relief
335,562,14,Female,7.857142857,Relief
335,563,15,Female,20,Relief
335,564,16,Female,-5.555555556,Relief
335,565,17,Female,12.78195489,Relief
335,566,18,Female,5.982905983,Relief
335,567,19,Female,17.85714286,Relief
335,568,20,Female,16.36363636,Relief
335,569,21,Female,5.555555556,Relief
335,570,22,Female,-,Relief
335,571,23,Female,29.41176471,Relief
335,572,24,Female,22.22222222,Relief
357,573,1,Female,-35.71428571,Relief
357,574,2,Female,-8.241758242,Relief
357,575,3,Female,-6.191950464,Relief
357,576,4,Female,-2.447552448,Relief
357,577,5,Female,-,Relief
357,578,6,Female,5.555555556,Relief
357,579,7,Female,5.05952381,Relief
357,580,8,Female,-1.818181818,Relief
357,581,9,Female,-5,Relief
357,582,10,Female,16.66666667,Relief
357,583,11,Female,11.03896104,Relief
357,584,12,Female,-8.333333333,Relief
357,585,13,Female,9.090909091,Relief
357,586,14,Female,14.46725318,Relief
357,587,15,Female,-,Relief
357,588,16,Female,6.666666667,Relief
357,589,17,Female,24.02597403,Relief
357,590,18,Female,-,Relief
357,591,19,Female,-,Relief
357,592,20,Female,26.66666667,Relief
357,593,21,Female,-,Relief
357,594,22,Female,-,Relief
357,595,23,Female,-,Relief
357,596,24,Female,58.33333333,Relief
358,597,1,Female,-84,Relief
358,598,2,Female,-,Relief
358,599,3,Female,-,Relief
358,600,4,Female,3.67965368,Relief
358,601,5,Female,0,Relief
358,602,6,Female,0,Relief
358,603,7,Female,0,Relief
358,604,8,Female,1.666666667,Relief
358,605,9,Female,4.761904762,Relief
358,606,10,Female,-,Relief
358,607,11,Female,0,Relief
358,608,12,Female,6.632653061,Relief
358,609,13,Female,5.263157895,Relief
358,610,14,Female,13.33333333,Relief
358,611,15,Female,2.083333333,Relief
358,612,16,Female,-2.051282051,Relief
358,613,17,Female,14.28571429,Relief
358,614,18,Female,11.53846154,Relief
358,615,19,Female,36.36363636,Relief
358,616,20,Female,19.35483871,Relief
358,617,21,Female,32.23753977,Relief
358,618,22,Female,50.67567568,Relief
358,619,23,Female,90.90909091,Relief
360,620,1,Female,-,Relief
360,621,2,Female,-,Relief
360,622,3,Female,-16.66666667,Relief
360,623,4,Female,-9.539473684,Relief
360,624,5,Female,-20,Relief
360,625,6,Female,-,Relief
360,626,7,Female,-14.28571429,Relief
360,627,8,Female,-2.5,Relief
360,628,9,Female,-8.333333333,Relief
360,629,10,Female,0,Relief
360,630,11,Female,0,Relief
360,631,12,Female,-,Relief
360,632,13,Female,-,Relief
360,633,14,Female,11.11111111,Relief
360,634,15,Female,7.585004359,Relief
360,635,16,Female,-,Relief
360,636,17,Female,-,Relief
360,637,18,Female,-,Relief
360,638,19,Female,-8.333333333,Relief
360,639,20,Female,5.882352941,Relief
360,640,21,Female,14.28571429,Relief
360,641,22,Female,-,Relief
360,642,23,Female,35.71428571,Relief
362,643,1,Female,-50,Relief
362,644,2,Female,-7.291666667,Relief
362,645,3,Female,-3.296703297,Relief
362,646,4,Female,-7.5,Relief
362,647,5,Female,-9.090909091,Relief
362,648,6,Female,-,Relief
362,649,7,Female,-,Relief
362,650,8,Female,0,Relief
362,651,9,Female,-,Relief
362,652,10,Female,-,Relief
