line,Group_ID,line_rep,Sex,memory_score,Test
362,653,11,Female,0,Relief
362,654,12,Female,3.75,Relief
362,655,13,Female,14.28571429,Relief
362,656,14,Female,0,Relief
362,657,15,Female,-3.03030303,Relief
362,658,16,Female,0,Relief
362,659,17,Female,37.12121212,Relief
362,660,18,Female,-1.310483871,Relief
362,661,19,Female,-,Relief
362,662,20,Female,-,Relief
362,663,21,Female,-,Relief
362,664,22,Female,-,Relief
362,665,23,Female,37.22943723,Relief
362,666,24,Female,46.82539683,Relief
365,667,1,Female,-,Relief
365,668,2,Female,26.66666667,Relief
365,669,3,Female,-,Relief
365,670,4,Female,-,Relief
365,671,5,Female,0,Relief
365,672,6,Female,0,Relief
365,673,7,Female,0,Relief
365,674,8,Female,0,Relief
365,675,9,Female,0,Relief
365,676,10,Female,0,Relief
365,677,11,Female,6.19047619,Relief
365,678,12,Female,7.692307692,Relief
365,679,13,Female,3.846153846,Relief
365,680,14,Female,9.340659341,Relief
365,681,15,Female,23.33333333,Relief
365,682,16,Female,14.28571429,Relief
365,683,17,Female,-,Relief
365,684,18,Female,15.15151515,Relief
365,685,19,Female,22.22222222,Relief
365,686,20,Female,13.98601399,Relief
365,687,21,Female,18.18181818,Relief
365,688,22,Female,31.81818182,Relief
365,689,23,Female,-25,Relief
365,690,24,Female,31.26934985,Relief
375,691,1,Female,-,Relief
375,692,2,Female,-,Relief
375,693,3,Female,-11.11111111,Relief
375,694,4,Female,-17.24137931,Relief
375,695,5,Female,-7.142857143,Relief
375,696,6,Female,-,Relief
375,697,7,Female,-6.666666667,Relief
375,698,8,Female,0,Relief
375,699,9,Female,-,Relief
375,700,10,Female,-,Relief
375,701,11,Female,-,Relief
375,702,12,Female,0,Relief
375,703,13,Female,0,Relief
375,704,14,Female,-,Relief
375,705,15,Female,12.5,Relief
375,706,16,Female,0,Relief
375,707,17,Female,-,Relief
375,708,18,Female,11.11111111,Relief
375,709,19,Female,14.28571429,Relief
375,710,20,Female,16.66666667,Relief
375,711,21,Female,16.66666667,Relief
375,712,22,Female,-5.555555556,Relief
375,713,23,Female,19.04761905,Relief
375,714,24,Female,15.38461538,Relief
375,715,25,Female,28.57142857,Relief
379,716,1,Female,-,Relief
379,717,2,Female,-,Relief
379,718,3,Female,-18.0952381,Relief
379,719,4,Female,-7.777777778,Relief
379,720,5,Female,-24.10714286,Relief
379,721,6,Female,-15.87301587,Relief
379,722,7,Female,5.128205128,Relief
379,723,8,Female,-44.44444444,Relief
379,724,9,Female,6.666666667,Relief
379,725,10,Female,-2.447552448,Relief
379,726,11,Female,-11.11111111,Relief
379,727,12,Female,-25,Relief
379,728,13,Female,6.03085554,Relief
379,729,14,Female,-1.838235294,Relief
379,730,15,Female,16.66666667,Relief
379,731,16,Female,15.38461538,Relief
379,732,17,Female,5.714285714,Relief
379,733,18,Female,-,Relief
379,734,19,Female,23.80952381,Relief
379,735,20,Female,-,Relief
379,736,21,Female,33.33333333,Relief
379,737,22,Female,33.59683794,Relief
379,738,23,Female,39.76608187,Relief
379,739,24,Female,-,Relief
380,740,1,Female,-14.69979296,Relief
380,741,2,Female,-18.54545455,Relief
380,742,3,Female,-25.93103448,Relief
380,743,4,Female,-20.83333333,Relief
380,744,5,Female,-17.36111111,Relief
380,745,6,Female,-21.0013292,Relief
380,746,7,Female,-15.17857143,Relief
380,747,8,Female,0,Relief
380,748,9,Female,-11.64893617,Relief
380,749,10,Female,-13.61904762,Relief
380,750,11,Female,2.298850575,Relief
380,751,12,Female,-0.641025641,Relief
380,752,13,Female,2.860907209,Relief
380,753,14,Female,1.642036125,Relief
380,754,15,Female,6.470588235,Relief
380,755,16,Female,-0.769612711,Relief
380,756,17,Female,-0.41862899,Relief
380,757,18,Female,7.371794872,Relief
380,758,19,Female,2.705627706,Relief
380,759,20,Female,8.866749689,Relief
380,760,21,Female,16.35338346,Relief
380,761,22,Female,14.64530892,Relief
380,762,23,Female,40,Relief
380,763,24,Female,50,Relief
391,764,1,Female,-34.50980392,Relief
391,765,2,Female,1.666666667,Relief
391,766,3,Female,1.666666667,Relief
391,767,4,Female,-,Relief
391,768,5,Female,-5.714285714,Relief
391,769,6,Female,0,Relief
391,770,7,Female,0,Relief
391,771,8,Female,-,Relief
391,772,9,Female,-,Relief
391,773,10,Female,-,Relief
391,774,11,Female,-,Relief
391,775,12,Female,-,Relief
391,776,13,Female,0,Relief
391,777,14,Female,-4.248366013,Relief
391,778,15,Female,7.142857143,Relief
391,779,16,Female,5.555555556,Relief
391,780,17,Female,2.857142857,Relief
391,781,18,Female,0,Relief
391,782,19,Female,0,Relief
391,783,20,Female,8.333333333,Relief
391,784,21,Female,-,Relief
391,785,22,Female,13.33333333,Relief
391,786,23,Female,13.93939394,Relief
391,787,24,Female,41.66666667,Relief
399,788,1,Female,-12.22222222,Relief
399,789,2,Female,-17.5,Relief
399,790,3,Female,-25,Relief
399,791,4,Female,-18.50649351,Relief
399,792,5,Female,-10.31746032,Relief
399,793,6,Female,-2.222222222,Relief
399,794,7,Female,-,Relief
399,795,8,Female,0,Relief
399,796,9,Female,0,Relief
399,797,10,Female,0,Relief
399,798,11,Female,-,Relief
399,799,12,Female,-0.395256917,Relief
399,800,13,Female,3.333333333,Relief
399,801,14,Female,12.5,Relief
399,802,15,Female,14.28571429,Relief
399,803,16,Female,9.333333333,Relief
399,804,17,Female,14.28571429,Relief
399,805,18,Female,13.80952381,Relief
399,806,19,Female,16.66666667,Relief
399,807,20,Female,10,Relief
399,808,21,Female,-,Relief
399,809,22,Female,18.11414392,Relief
399,810,23,Female,-,Relief
399,811,24,Female,33.33333333,Relief
427,812,1,Female,-,Relief
427,813,2,Female,-30,Relief
427,814,3,Female,-10,Relief
427,815,4,Female,-,Relief
427,816,5,Female,-16,Relief
427,817,6,Female,-7.142857143,Relief
427,818,7,Female,-12.98076923,Relief
427,819,8,Female,-4.166666667,Relief
427,820,9,Female,-25,Relief
427,821,10,Female,-11.11111111,Relief
427,822,11,Female,2.727272727,Relief
427,823,12,Female,-10,Relief
427,824,13,Female,-,Relief
427,825,14,Female,-,Relief
427,826,15,Female,6.666666667,Relief
427,827,16,Female,23.80952381,Relief
427,828,17,Female,14.28571429,Relief
427,829,18,Female,22.22222222,Relief
427,830,19,Female,-,Relief
427,831,20,Female,14.58333333,Relief
427,832,21,Female,44.73684211,Relief
427,833,22,Female,-,Relief
427,834,23,Female,60.71428571,Relief
427,835,24,Female,-,Relief
427,836,25,Female,100,Relief
437,837,1,Female,-42.85714286,Relief
437,838,2,Female,-29.41176471,Relief
437,839,3,Female,-6.19047619,Relief
437,840,4,Female,-,Relief
437,841,5,Female,0,Relief
437,842,6,Female,-,Relief
437,843,7,Female,0,Relief
437,844,8,Female,0,Relief
437,845,9,Female,-1.19047619,Relief
437,846,10,Female,1.366459627,Relief
437,847,11,Female,1.111111111,Relief
437,848,12,Female,5.590062112,Relief
437,849,13,Female,5.263157895,Relief
437,850,14,Female,-9.502262443,Relief
437,851,15,Female,6.451612903,Relief
437,852,16,Female,-,Relief
437,853,17,Female,0.464396285,Relief
437,854,18,Female,17.5,Relief
437,855,19,Female,43.59605911,Relief
437,856,20,Female,17.04545455,Relief
437,857,21,Female,40.86538462,Relief
437,858,22,Female,26.37362637,Relief
437,859,23,Female,30.59006211,Relief
486,860,1,Female,-20,Relief
486,861,2,Female,-18.32298137,Relief
486,862,3,Female,-29.23076923,Relief
486,863,4,Female,0,Relief
486,864,5,Female,13.33333333,Relief
486,865,6,Female,14.28571429,Relief
486,866,7,Female,16.89189189,Relief
486,867,8,Female,17.27941176,Relief
486,868,9,Female,25.53571429,Relief
486,869,10,Female,-,Relief
486,870,11,Female,-,Relief
486,871,12,Female,21.42857143,Relief
486,872,13,Female,21.71052632,Relief
486,873,14,Female,60,Relief
486,874,15,Female,25.64102564,Relief
486,875,16,Female,42.29249012,Relief
486,876,17,Female,-,Relief
486,877,18,Female,7.070707071,Relief
486,878,19,Female,-,Relief
486,879,20,Female,24.17582418,Relief
486,880,21,Female,30.35714286,Relief
486,881,22,Female,-,Relief
486,882,23,Female,52.38095238,Relief
486,883,24,Female,29.6969697,Relief
486,884,25,Female,-,Relief
517,885,1,Female,-20.83333333,Relief
517,886,2,Female,-27.77777778,Relief
517,887,3,Female,-21.21710526,Relief
517,888,4,Female,-4.166666667,Relief
517,889,5,Female,1.666666667,Relief
517,890,6,Female,-3.125,Relief
517,891,7,Female,2.380952381,Relief
517,892,8,Female,-8.908780904,Relief
517,893,9,Female,0,Relief
517,894,10,Female,0,Relief
517,895,11,Female,-,Relief
517,896,12,Female,-,Relief
517,897,13,Female,-,Relief
517,898,14,Female,1.587301587,Relief
517,899,15,Female,15.38461538,Relief
517,900,16,Female,1.388888889,Relief
517,901,17,Female,-,Relief
517,902,18,Female,7.692307692,Relief
517,903,19,Female,17.19457014,Relief
517,904,20,Female,6.593406593,Relief
517,905,21,Female,10.52631579,Relief
517,906,22,Female,0,Relief
517,907,23,Female,15.7523511,Relief
517,908,24,Female,23.07692308,Relief
517,909,25,Female,-,Relief
555,910,1,Female,-8.522727273,Relief
555,911,2,Female,-,Relief
555,912,3,Female,-,Relief
555,913,4,Female,-12.5,Relief
555,914,5,Female,-15.15151515,Relief
555,915,6,Female,-30.62200957,Relief
555,916,7,Female,-3.333333333,Relief
555,917,8,Female,-23.33333333,Relief
555,918,9,Female,1.515151515,Relief
555,919,10,Female,2.105263158,Relief
555,920,11,Female,-9.090909091,Relief
555,921,12,Female,2.857142857,Relief
555,922,13,Female,13.04347826,Relief
555,923,14,Female,28.57142857,Relief
555,924,15,Female,8.205128205,Relief
555,925,16,Female,17.73504274,Relief
555,926,17,Female,17.85714286,Relief
555,927,18,Female,33.33333333,Relief
555,928,19,Female,9.523809524,Relief
555,929,20,Female,16.66666667,Relief
555,930,21,Female,43.80952381,Relief
555,931,22,Female,-,Relief
555,932,23,Female,11.76470588,Relief
555,933,24,Female,30,Relief
639,934,1,Female,-,Relief
639,935,2,Female,-,Relief
639,936,3,Female,-38.88888889,Relief
639,937,4,Female,-,Relief
639,938,5,Female,-12.5,Relief
639,939,6,Female,-0.966183575,Relief
639,940,7,Female,-10.1010101,Relief
639,941,8,Female,-9.523809524,Relief
639,942,9,Female,-11.35005974,Relief
639,943,10,Female,7.763975155,Relief
639,944,11,Female,8.461538462,Relief
639,945,12,Female,5.319148936,Relief
639,946,13,Female,-12.12121212,Relief
639,947,14,Female,-4.761904762,Relief
639,948,15,Female,34.87394958,Relief
639,949,16,Female,8.281573499,Relief
639,950,17,Female,8.658008658,Relief
639,951,18,Female,-2.339181287,Relief
639,952,19,Female,17.26190476,Relief
639,953,20,Female,7.142857143,Relief
639,954,21,Female,22.25705329,Relief
639,955,22,Female,11.97339246,Relief
639,956,23,Female,-3.636363636,Relief
639,957,24,Female,-,Relief
705,958,1,Female,-1.282051282,Relief
705,959,2,Female,0,Relief
705,960,3,Female,-8.102766798,Relief
705,961,4,Female,0.263678312,Relief
705,962,5,Female,0,Relief
705,963,6,Female,0,Relief
705,964,7,Female,0,Relief
705,965,8,Female,0,Relief
705,966,9,Female,0.769230769,Relief
705,967,10,Female,13.33333333,Relief
705,968,11,Female,4.120879121,Relief
705,969,12,Female,16.66666667,Relief
705,970,13,Female,-5.555555556,Relief
705,971,14,Female,0,Relief
705,972,15,Female,13.27731092,Relief
705,973,16,Female,22.22222222,Relief
705,974,17,Female,3.693181818,Relief
705,975,18,Female,20,Relief
705,976,19,Female,-,Relief
705,977,20,Female,25.98039216,Relief
705,978,21,Female,40,Relief
705,979,22,Female,37.5,Relief
705,980,23,Female,-,Relief
705,981,24,Female,66.66666667,Relief
707,982,1,Female,-41.83006536,Relief
707,983,2,Female,-12.5,Relief
707,984,3,Female,-7.142857143,Relief
707,985,4,Female,-10,Relief
707,986,5,Female,-10,Relief
707,987,6,Female,-9.027777778,Relief
707,988,7,Female,-12.5,Relief
707,989,8,Female,-,Relief
707,990,9,Female,-1.851851852,Relief
707,991,10,Female,-5.882352941,Relief
707,992,11,Female,15.38461538,Relief
707,993,12,Female,-,Relief
707,994,13,Female,0,Relief
707,995,14,Female,1.143451143,Relief
707,996,15,Female,6.162464986,Relief
707,997,16,Female,3.840749415,Relief
707,998,17,Female,11.60714286,Relief
707,999,18,Female,7.258064516,Relief
707,1000,19,Female,6.666666667,Relief
707,1001,20,Female,17.11111111,Relief
707,1002,21,Female,16.66666667,Relief
707,1003,22,Female,31.81818182,Relief
707,1004,23,Female,41.42857143,Relief
707,1005,24,Female,55.55555556,Relief
707,1006,25,Female,66.07142857,Relief
712,1007,1,Female,-,Relief
712,1008,2,Female,-24.90842491,Relief
712,1009,3,Female,-6.25,Relief
712,1010,4,Female,-9.090909091,Relief
712,1011,5,Female,-9.242424242,Relief
712,1012,6,Female,0,Relief
712,1013,7,Female,-,Relief
712,1014,8,Female,-,Relief
712,1015,9,Female,1.103448276,Relief
712,1016,10,Female,1.83714002,Relief
712,1017,11,Female,5.263157895,Relief
712,1018,12,Female,7.142857143,Relief
712,1019,13,Female,9.090909091,Relief
712,1020,14,Female,1.596638655,Relief
712,1021,15,Female,16.66666667,Relief
712,1022,16,Female,17.49816581,Relief
712,1023,17,Female,26.66666667,Relief
712,1024,18,Female,17.03296703,Relief
712,1025,19,Female,28.57142857,Relief
712,1026,20,Female,11.11111111,Relief
712,1027,21,Female,34.86842105,Relief
712,1028,22,Female,33.33333333,Relief
712,1029,23,Female,14.91491491,Relief
712,1030,24,Female,31.1827957,Relief
714,1031,1,Female,-,Relief
714,1032,2,Female,-,Relief
714,1033,3,Female,-28.57142857,Relief
714,1034,4,Female,-32.85714286,Relief
714,1035,5,Female,-21.05263158,Relief
714,1036,6,Female,-3.333333333,Relief
714,1037,7,Female,11.11111111,Relief
714,1038,8,Female,0,Relief
714,1039,9,Female,0,Relief
714,1040,10,Female,0,Relief
714,1041,11,Female,-3.174603175,Relief
714,1042,12,Female,9.090909091,Relief
714,1043,13,Female,16.66666667,Relief
714,1044,14,Female,0,Relief
714,1045,15,Female,32.63888889,Relief
714,1046,16,Female,5,Relief
714,1047,17,Female,0,Relief
714,1048,18,Female,-,Relief
714,1049,19,Female,-,Relief
714,1050,20,Female,34.12698413,Relief
714,1051,21,Female,30.90909091,Relief
714,1052,22,Female,40.90909091,Relief
714,1053,23,Female,28,Relief
714,1054,24,Female,-,Relief
730,1055,1,Female,-10.1010101,Relief
730,1056,2,Female,-25.71428571,Relief
730,1057,3,Female,-12.35294118,Relief
730,1058,4,Female,-9.210526316,Relief
730,1059,5,Female,-9.523809524,Relief
730,1060,6,Female,5.928853755,Relief
730,1061,7,Female,-5.101275319,Relief
730,1062,8,Female,-9.401709402,Relief
730,1063,9,Female,-1.449275362,Relief
730,1064,10,Female,-7.065217391,Relief
730,1065,11,Female,24.88479263,Relief
730,1066,12,Female,-,Relief
730,1067,13,Female,22.72727273,Relief
730,1068,14,Female,-2.666666667,Relief
730,1069,15,Female,20.23809524,Relief
730,1070,16,Female,16.47058824,Relief
730,1071,17,Female,29.85507246,Relief
730,1072,18,Female,17.5862069,Relief
730,1073,19,Female,11.5942029,Relief
730,1074,20,Female,33.33333333,Relief
730,1075,21,Female,35.71428571,Relief
730,1076,22,Female,20,Relief
730,1077,23,Female,40.35087719,Relief
730,1078,24,Female,46.03174603,Relief
732,1079,1,Female,-,Relief
732,1080,2,Female,-,Relief
732,1081,3,Female,-13.0952381,Relief
732,1082,4,Female,-,Relief
732,1083,5,Female,-,Relief
732,1084,6,Female,-,Relief
732,1085,7,Female,-,Relief
732,1086,8,Female,-,Relief
732,1087,9,Female,-0.769230769,Relief
732,1088,10,Female,-3.333333333,Relief
732,1089,11,Female,0,Relief
732,1090,12,Female,20.45454545,Relief
732,1091,13,Female,1.632653061,Relief
732,1092,14,Female,0,Relief
732,1093,15,Female,0,Relief
732,1094,16,Female,-,Relief
732,1095,17,Female,-,Relief
732,1096,18,Female,-,Relief
732,1097,19,Female,-,Relief
732,1098,20,Female,14.28571429,Relief
732,1099,21,Female,0,Relief
732,1100,22,Female,49,Relief
732,1101,23,Female,41.36904762,Relief
732,1102,24,Female,49.35064935,Relief
732,1103,25,Female,-,Relief
732,1104,26,Female,35.04273504,Relief
765,1105,1,Female,-,Relief
765,1106,2,Female,-28.57142857,Relief
765,1107,3,Female,-13.63636364,Relief
765,1108,4,Female,16.66666667,Relief
765,1109,5,Female,-9.090909091,Relief
765,1110,6,Female,0,Relief
765,1111,7,Female,0,Relief
765,1112,8,Female,0,Relief
765,1113,9,Female,0,Relief
765,1114,10,Female,0,Relief
765,1115,11,Female,0,Relief
765,1116,12,Female,-,Relief
765,1117,13,Female,0,Relief
765,1118,14,Female,20.60606061,Relief
765,1119,15,Female,-10,Relief
765,1120,16,Female,0,Relief
765,1121,17,Female,5.555555556,Relief
765,1122,18,Female,13.79310345,Relief
765,1123,19,Female,14.52991453,Relief
765,1124,20,Female,0,Relief
765,1125,21,Female,10,Relief
765,1126,22,Female,-,Relief
765,1127,23,Female,30,Relief
765,1128,24,Female,-,Relief
774,1129,1,Female,-40,Relief
774,1130,2,Female,-9.533898305,Relief
774,1131,3,Female,0,Relief
774,1132,4,Female,-8.513513514,Relief
774,1133,5,Female,5.882352941,Relief
774,1134,6,Female,5.952380952,Relief
774,1135,7,Female,-5.805986296,Relief
774,1136,8,Female,3.143960287,Relief
774,1137,9,Female,-,Relief
774,1138,10,Female,0,Relief
774,1139,11,Female,0,Relief
774,1140,12,Female,0,Relief
774,1141,13,Female,0,Relief
774,1142,14,Female,0,Relief
774,1143,15,Female,0,Relief
774,1144,16,Female,0.634920635,Relief
774,1145,17,Female,2.272727273,Relief
774,1146,18,Female,4.255319149,Relief
774,1147,19,Female,0,Relief
774,1148,20,Female,0,Relief
774,1149,21,Female,2.450980392,Relief
774,1150,22,Female,9.642184557,Relief
774,1151,23,Female,0,Relief
774,1152,24,Female,12.5,Relief
774,1153,25,Female,-,Relief
774,1154,26,Female,19.88636364,Relief
786,1155,1,Female,-,Relief
786,1156,2,Female,-31.66666667,Relief
786,1157,3,Female,7.936507937,Relief
786,1158,4,Female,0.216450216,Relief
786,1159,5,Female,0,Relief
786,1160,6,Female,-,Relief
786,1161,7,Female,0,Relief
786,1162,8,Female,0,Relief
786,1163,9,Female,-,Relief
786,1164,10,Female,-,Relief
786,1165,11,Female,0,Relief
786,1166,12,Female,6.060606061,Relief
786,1167,13,Female,0,Relief
786,1168,14,Female,0,Relief
786,1169,15,Female,-,Relief
786,1170,16,Female,-,Relief
786,1171,17,Female,35.45454545,Relief
786,1172,18,Female,20,Relief
786,1173,19,Female,25,Relief
786,1174,20,Female,12.20238095,Relief
786,1175,21,Female,16.8627451,Relief
786,1176,22,Female,35,Relief
786,1177,23,Female,32.29813665,Relief
786,1178,24,Female,40,Relief
799,1179,1,Female,-14.28571429,Relief
799,1180,2,Female,-38.33333333,Relief
799,1181,3,Female,6.666666667,Relief
799,1182,4,Female,-12.5,Relief
799,1183,5,Female,-4.895104895,Relief
799,1184,6,Female,-3.333333333,Relief
799,1185,7,Female,26.66666667,Relief
799,1186,8,Female,15,Relief
799,1187,9,Female,2.5,Relief
799,1188,10,Female,-1.551724138,Relief
799,1189,11,Female,19.23076923,Relief
799,1190,12,Female,3.962703963,Relief
799,1191,13,Female,6.666666667,Relief
799,1192,14,Female,28.57142857,Relief
799,1193,15,Female,38.88888889,Relief
799,1194,16,Female,29.50191571,Relief
799,1195,17,Female,8.823529412,Relief
799,1196,18,Female,50,Relief
799,1197,19,Female,28.78787879,Relief
799,1198,20,Female,42.74193548,Relief
799,1199,21,Female,37.77777778,Relief
799,1200,22,Female,-,Relief
799,1201,23,Female,42.85714286,Relief
799,1202,24,Female,83.33333333,Relief
820,1203,1,Female,-40.90909091,Relief
820,1204,2,Female,-27.97619048,Relief
820,1205,3,Female,6.25,Relief
820,1206,4,Female,-14.28571429,Relief
820,1207,5,Female,-,Relief
820,1208,6,Female,-2.797202797,Relief
820,1209,7,Female,1.581027668,Relief
820,1210,8,Female,-12.5,Relief
820,1211,9,Female,-12.30769231,Relief
820,1212,10,Female,5.357142857,Relief
820,1213,11,Female,-,Relief
820,1214,12,Female,10,Relief
820,1215,13,Female,-,Relief
820,1216,14,Female,-2.727272727,Relief
820,1217,15,Female,-1.666666667,Relief
820,1218,16,Female,5.263157895,Relief
820,1219,17,Female,-,Relief
820,1220,18,Female,14.76190476,Relief
820,1221,19,Female,25.5952381,Relief
820,1222,20,Female,33.76068376,Relief
820,1223,21,Female,41.17647059,Relief
820,1224,22,Female,50,Relief
820,1225,23,Female,75,Relief
820,1226,24,Female,-,Relief
852,1227,1,Female,-25,Relief
852,1228,2,Female,-11.11111111,Relief
852,1229,3,Female,-,Relief
852,1230,4,Female,-,Relief
852,1231,5,Female,-15,Relief
852,1232,6,Female,18.83116883,Relief
852,1233,7,Female,-5.158730159,Relief
852,1234,8,Female,0,Relief
852,1235,9,Female,-,Relief
852,1236,10,Female,9.523809524,Relief
852,1237,11,Female,-0.769230769,Relief
852,1238,12,Female,0,Relief
852,1239,13,Female,8.333333333,Relief
852,1240,14,Female,10.35714286,Relief
852,1241,15,Female,30,Relief
852,1242,16,Female,18.18181818,Relief
852,1243,17,Female,17.08333333,Relief
852,1244,18,Female,33.33333333,Relief
852,1245,19,Female,3.968253968,Relief
852,1246,20,Female,28.94117647,Relief
852,1247,21,Female,35.06493506,Relief
852,1248,22,Female,26.66666667,Relief
852,1249,23,Female,57.14285714,Relief
852,1250,24,Female,47.597254,Relief
859,1251,1,Female,-40,Relief
859,1252,2,Female,-34.54545455,Relief
859,1253,3,Female,-9.090909091,Relief
859,1254,4,Female,0,Relief
859,1255,5,Female,-1.176470588,Relief
859,1256,6,Female,1.358695652,Relief
859,1257,7,Female,0,Relief
859,1258,8,Female,-11.53846154,Relief
859,1259,9,Female,-1.339285714,Relief
859,1260,10,Female,-11.76470588,Relief
859,1261,11,Female,1.774193548,Relief
859,1262,12,Female,-12.58741259,Relief
859,1263,13,Female,-30.3030303,Relief
859,1264,14,Female,0,Relief
859,1265,15,Female,0,Relief
859,1266,16,Female,7.142857143,Relief
859,1267,17,Female,6.763285024,Relief
859,1268,18,Female,18.23529412,Relief
859,1269,19,Female,15.54054054,Relief
859,1270,20,Female,17.77777778,Relief
859,1271,21,Female,35.83333333,Relief
859,1272,22,Female,22.22222222,Relief
859,1273,23,Female,28.67647059,Relief
859,1274,24,Female,37.5,Relief
