"","RAL","wolb","weight.5.flies","trt","day","PC1","PC2","PC3","Code"
"273","RAL_426","n",1.495,"a","a",4.3201033546,-0.2319312271,3.2381556057,"35AA"
"274","RAL_426","n",1.556,"b","a",4.3201033546,-0.2319312271,3.2381556057,"35AB"
"275","RAL_426","n",1.596,"b","a",4.3201033546,-0.2319312271,3.2381556057,"35AB"
"278","RAL_427","n",1.2325,"a","d",1.339232026,-4.2092254192,3.9556370845,"30DA"
"279","RAL_439","n",1.097,"a","b",2.6600869515,-0.4974178165,3.405547238,"36BA"
"280","RAL_439","n",1.026,"a","b",2.6600869515,-0.4974178165,3.405547238,"36BA"
"281","RAL_439","n",0.954,"a","b",2.6600869515,-0.4974178165,3.405547238,"36BA"
"282","RAL_439","n",1.05,"b","b",2.6600869515,-0.4974178165,3.405547238,"36BB"
"283","RAL_439","n",1.124,"b","b",2.6600869515,-0.4974178165,3.405547238,"36BB"
"284","RAL_439","n",1.045,"b","b",2.6600869515,-0.4974178165,3.405547238,"36BB"
"285","RAL_440","y",1.423,"b","d",2.0552538145,-5.8280597683,2.04957,"19DB"
"286","RAL_440","y",1.24,"a","d",2.0552538145,-5.8280597683,2.04957,"19DA"
"287","RAL_440","y",1.37,"a","d",2.0552538145,-5.8280597683,2.04957,"19DA"
"288","RAL_440","y",1.373,"b","d",2.0552538145,-5.8280597683,2.04957,"19DB"
"289","RAL_440","y",1.481,"b","d",2.0552538145,-5.8280597683,2.04957,"19DB"
"290","RAL_440","y",1.436,"a","d",2.0552538145,-5.8280597683,2.04957,"19DA"
"291","RAL_441","y",1.231,"a","b",2.4542271478,-2.4390887589,3.1829962186,"25BA"
"292","RAL_441","y",1.292,"b","b",2.4542271478,-2.4390887589,3.1829962186,"25BB"
"293","RAL_441","y",1.378,"b","b",2.4542271478,-2.4390887589,3.1829962186,"25BB"
"294","RAL_441","y",1.232,"a","b",2.4542271478,-2.4390887589,3.1829962186,"25BA"
"295","RAL_441","y",1.263,"b","b",2.4542271478,-2.4390887589,3.1829962186,"25BB"
"296","RAL_443","n",1.368,"b","a",2.3698280947,-2.1200837163,2.6614152538,"12AB"
"297","RAL_443","n",1.394,"b","a",2.3698280947,-2.1200837163,2.6614152538,"12AB"
"298","RAL_443","n",1.225,"b","a",2.3698280947,-2.1200837163,2.6614152538,"12AB"
"299","RAL_443","n",1.213,"a","a",2.3698280947,-2.1200837163,2.6614152538,"12AA"
"300","RAL_443","n",1.215,"a","a",2.3698280947,-2.1200837163,2.6614152538,"12AA"
"301","RAL_443","n",1.215,"a","a",2.3698280947,-2.1200837163,2.6614152538,"12AA"
"302","RAL_45","n",1.063,"a","c",3.3547239156,-3.9174626377,6.9188804621,"15CA"
"303","RAL_45","n",1.059,"a","c",3.3547239156,-3.9174626377,6.9188804621,"15CA"
"304","RAL_45","n",1.233,"b","c",3.3547239156,-3.9174626377,6.9188804621,"15CB"
"305","RAL_45","n",1.092,"a","c",3.3547239156,-3.9174626377,6.9188804621,"15CA"
"306","RAL_45","n",1.154,"b","c",3.3547239156,-3.9174626377,6.9188804621,"15CB"
"307","RAL_461","y",1.003,"a","e",0.1085213346,0.8224484813,2.3038808561,"27EA"
"308","RAL_461","y",1.012,"a","e",0.1085213346,0.8224484813,2.3038808561,"27EA"
"309","RAL_461","y",1.084,"a","e",0.1085213346,0.8224484813,2.3038808561,"27EA"
"310","RAL_461","y",0.992,"b","e",0.1085213346,0.8224484813,2.3038808561,"27EB"
"311","RAL_461","y",1.112,"b","e",0.1085213346,0.8224484813,2.3038808561,"27EB"
"312","RAL_461","y",1.005,"b","e",0.1085213346,0.8224484813,2.3038808561,"27EB"
"313","RAL_492","n",1.217,"b","c",-1.9809283527,-0.5264147689,3.0249792812,"37CB"
"314","RAL_492","n",1.277,"b","c",-1.9809283527,-0.5264147689,3.0249792812,"37CB"
"315","RAL_492","n",1.357,"b","c",-1.9809283527,-0.5264147689,3.0249792812,"37CB"
"316","RAL_502","n",0.895,"a","c",0.2646501297,-2.3458564262,8.9731956744,"4CA"
"317","RAL_502","n",0.958,"a","c",0.2646501297,-2.3458564262,8.9731956744,"4CA"
"318","RAL_502","n",0.954,"a","c",0.2646501297,-2.3458564262,8.9731956744,"4CA"
"319","RAL_502","n",1.218,"b","c",0.2646501297,-2.3458564262,8.9731956744,"4CB"
"320","RAL_502","n",1.236,"b","c",0.2646501297,-2.3458564262,8.9731956744,"4CB"
"321","RAL_502","n",1.21,"b","c",0.2646501297,-2.3458564262,8.9731956744,"4CB"
"325","RAL_513","y",1.2,"b","d",-1.6489947745,-0.8263478386,6.668542826,"20DB"
"326","RAL_563","n",1.215,"b","b",6.402915343,17.2665998887,-18.5005776015,"19BB"
"327","RAL_584","y",1.136,"b","e",1.0255505894,1.8795725973,-1.5389467629,"18EB"
"328","RAL_584","y",1.119,"a","e",1.0255505894,1.8795725973,-1.5389467629,"18EA"
"329","RAL_584","y",1.071,"a","e",1.0255505894,1.8795725973,-1.5389467629,"18EA"
"330","RAL_584","y",1.015,"a","e",1.0255505894,1.8795725973,-1.5389467629,"18EA"
"331","RAL_584","y",1.215,"b","e",1.0255505894,1.8795725973,-1.5389467629,"18EB"
"332","RAL_584","y",1.149,"b","e",1.0255505894,1.8795725973,-1.5389467629,"18EB"
"333","RAL_59","n",1.186,"b","a",1.6344233828,1.5456392462,3.1839576998,"15AB"
"334","RAL_59","n",1.157,"b","a",1.6344233828,1.5456392462,3.1839576998,"15AB"
"335","RAL_59","n",1.074,"a","a",1.6344233828,1.5456392462,3.1839576998,"15AA"
"336","RAL_59","n",1.126,"a","a",1.6344233828,1.5456392462,3.1839576998,"15AA"
"337","RAL_59","n",1.064,"a","a",1.6344233828,1.5456392462,3.1839576998,"15AA"
"338","RAL_59","n",1.164,"b","a",1.6344233828,1.5456392462,3.1839576998,"15AB"
"339","RAL_642","n",1.254,"a","b",2.3990948479,5.2693929704,-8.6221484976,"12BA"
"340","RAL_642","n",1.365,"a","b",2.3990948479,5.2693929704,-8.6221484976,"12BA"
"341","RAL_642","n",1.397,"a","b",2.3990948479,5.2693929704,-8.6221484976,"12BA"
"342","RAL_642","n",1.509,"b","b",2.3990948479,5.2693929704,-8.6221484976,"12BB"
"343","RAL_642","n",1.287,"b","b",2.3990948479,5.2693929704,-8.6221484976,"12BB"
"344","RAL_642","n",1.389,"b","b",2.3990948479,5.2693929704,-8.6221484976,"12BB"
"345","RAL_69","y",1.374,"b","d",-2.2716785774,-1.2830286693,5.43761216,"36DB"
"346","RAL_69","y",1.355,"a","d",-2.2716785774,-1.2830286693,5.43761216,"36DA"
"347","RAL_69","y",1.361,"a","d",-2.2716785774,-1.2830286693,5.43761216,"36DA"
"348","RAL_69","y",1.201,"a","d",-2.2716785774,-1.2830286693,5.43761216,"36DA"
"349","RAL_69","y",1.273,"b","d",-2.2716785774,-1.2830286693,5.43761216,"36DB"
"350","RAL_69","y",1.293,"b","d",-2.2716785774,-1.2830286693,5.43761216,"36DB"
"351","RAL_703","n",1.211,"a","e",1.2661200771,-0.8822883413,4.3006545526,"17EA"
"352","RAL_703","n",1.264,"a","e",1.2661200771,-0.8822883413,4.3006545526,"17EA"
"353","RAL_703","n",1.185,"a","e",1.2661200771,-0.8822883413,4.3006545526,"17EA"
"354","RAL_703","n",1.239,"b","e",1.2661200771,-0.8822883413,4.3006545526,"17EB"
"355","RAL_703","n",1.068,"b","e",1.2661200771,-0.8822883413,4.3006545526,"17EB"
"356","RAL_712","y",1.08,"a","d",11.640047308,42.8186183739,-56.4841561799,"12DA"
"357","RAL_712","y",1.087,"a","d",11.640047308,42.8186183739,-56.4841561799,"12DA"
"358","RAL_712","y",1.056,"b","d",11.640047308,42.8186183739,-56.4841561799,"12DB"
"359","RAL_712","y",1.078,"b","d",11.640047308,42.8186183739,-56.4841561799,"12DB"
"360","RAL_712","y",1.1,"a","d",11.640047308,42.8186183739,-56.4841561799,"12DA"
"361","RAL_714","n",1.011,"b","a",4.6560958743,0.7484215449,1.6876141353,"7AB"
"362","RAL_714","n",1.019,"a","a",4.6560958743,0.7484215449,1.6876141353,"7AA"
"363","RAL_714","n",1.019,"a","a",4.6560958743,0.7484215449,1.6876141353,"7AA"
"364","RAL_714","n",1.026,"b","a",4.6560958743,0.7484215449,1.6876141353,"7AB"
"365","RAL_714","n",1.032,"b","a",4.6560958743,0.7484215449,1.6876141353,"7AB"
"366","RAL_714","n",0.97,"a","a",4.6560958743,0.7484215449,1.6876141353,"7AA"
"367","RAL_721","y",1.451,"b","a",2.5498376837,-1.6945468134,4.206688499,"32AB"
"368","RAL_721","y",1.27,"b","a",2.5498376837,-1.6945468134,4.206688499,"32AB"
"369","RAL_721","y",1.465,"b","a",2.5498376837,-1.6945468134,4.206688499,"32AB"
"370","RAL_73","y",1.054,"b","c",1.6570971527,-1.0246733229,4.5895846024,"16CB"
"371","RAL_73","y",1.128,"b","c",1.6570971527,-1.0246733229,4.5895846024,"16CB"
"372","RAL_73","y",1.154,"b","c",1.6570971527,-1.0246733229,4.5895846024,"16CB"
"373","RAL_737","y",1.345,"a","e",2.4164992241,1.4011202201,-2.8441226416,"9EA"
"374","RAL_737","y",1.262,"a","e",2.4164992241,1.4011202201,-2.8441226416,"9EA"
"375","RAL_737","y",1.31,"a","e",2.4164992241,1.4011202201,-2.8441226416,"9EA"
"376","RAL_738","y",1.263,"a","a",2.5617680818,-0.0312739942,1.1205720697,"31AA"
"377","RAL_738","y",1.41,"b","a",2.5617680818,-0.0312739942,1.1205720697,"31AB"
"378","RAL_738","y",1.43,"b","a",2.5617680818,-0.0312739942,1.1205720697,"31AB"
"379","RAL_738","y",1.433,"b","a",2.5617680818,-0.0312739942,1.1205720697,"31AB"
"380","RAL_738","y",1.264,"a","a",2.5617680818,-0.0312739942,1.1205720697,"31AA"
"381","RAL_738","y",1.294,"a","a",2.5617680818,-0.0312739942,1.1205720697,"31AA"
"382","RAL_748","y",1.086,"a","d",8.812539138,24.843502215,-30.3491939683,"22DA"
"383","RAL_748","y",1.098,"a","d",8.812539138,24.843502215,-30.3491939683,"22DA"
"384","RAL_748","y",1.207,"b","d",8.812539138,24.843502215,-30.3491939683,"22DB"
"385","RAL_748","y",1.157,"a","d",8.812539138,24.843502215,-30.3491939683,"22DA"
"386","RAL_748","y",1.157,"b","d",8.812539138,24.843502215,-30.3491939683,"22DB"
"387","RAL_748","y",1.18,"b","d",8.812539138,24.843502215,-30.3491939683,"22DB"
"388","RAL_765","n",1.235,"a","c",3.6560375013,-1.3564602806,4.4175729184,"14CA"
"389","RAL_776","y",1.129,"a","b",3.6072260296,-1.3481791747,-1.8666657933,"32BA"
"390","RAL_776","y",1.163,"a","b",3.6072260296,-1.3481791747,-1.8666657933,"32BA"
"391","RAL_776","y",1.19,"a","b",3.6072260296,-1.3481791747,-1.8666657933,"32BA"
"392","RAL_776","y",1.191666665,"b","b",3.6072260296,-1.3481791747,-1.8666657933,"32BB"
"393","RAL_776","y",1.221,"b","b",3.6072260296,-1.3481791747,-1.8666657933,"32BB"
"394","RAL_783","y",1.328,"a","a",2.9144060696,4.7484506571,2.2920821543,"29AA"
"395","RAL_783","y",1.349,"a","a",2.9144060696,4.7484506571,2.2920821543,"29AA"
"396","RAL_783","y",1.448,"b","a",2.9144060696,4.7484506571,2.2920821543,"29AB"
"397","RAL_783","y",1.398,"a","a",2.9144060696,4.7484506571,2.2920821543,"29AA"
"398","RAL_783","y",1.411,"b","a",2.9144060696,4.7484506571,2.2920821543,"29AB"
"399","RAL_783","y",1.287,"b","a",2.9144060696,4.7484506571,2.2920821543,"29AB"
"400","RAL_786","y",1.041,"a","a",1.6910489495,-0.8501415822,8.1702237221,"10AA"
"401","RAL_786","y",1.153,"b","a",1.6910489495,-0.8501415822,8.1702237221,"10AB"
"402","RAL_786","y",1.081,"a","a",1.6910489495,-0.8501415822,8.1702237221,"10AA"
"403","RAL_786","y",1.129,"b","a",1.6910489495,-0.8501415822,8.1702237221,"10AB"
"404","RAL_786","y",1.128,"a","a",1.6910489495,-0.8501415822,8.1702237221,"10AA"
"405","RAL_796","y",1.218,"a","b",4.3988766713,3.0451549964,3.2927203852,"18BA"
"406","RAL_796","y",1.324,"a","b",4.3988766713,3.0451549964,3.2927203852,"18BA"
"407","RAL_796","y",1.25,"b","b",4.3988766713,3.0451549964,3.2927203852,"18BB"
"408","RAL_796","y",1.173,"b","b",4.3988766713,3.0451549964,3.2927203852,"18BB"
"409","RAL_796","y",1.136,"a","b",4.3988766713,3.0451549964,3.2927203852,"18BA"
"410","RAL_796","y",1.211,"b","b",4.3988766713,3.0451549964,3.2927203852,"18BB"
"411","RAL_801","y",1.18,"a","e",7.9911918698,14.4953033165,-18.3997831704,"10EA"
"412","RAL_801","y",1.136,"a","e",7.9911918698,14.4953033165,-18.3997831704,"10EA"
"413","RAL_801","y",1.285,"b","e",7.9911918698,14.4953033165,-18.3997831704,"10EB"
"414","RAL_801","y",1.178,"b","e",7.9911918698,14.4953033165,-18.3997831704,"10EB"
"415","RAL_801","y",1.174,"a","e",7.9911918698,14.4953033165,-18.3997831704,"10EA"
"416","RAL_801","y",1.238,"b","e",7.9911918698,14.4953033165,-18.3997831704,"10EB"
"417","RAL_805","y",1.304,"b","d",7.0582657475,21.9037509203,-24.1606168196,"34DB"
"418","RAL_805","y",1.375,"b","d",7.0582657475,21.9037509203,-24.1606168196,"34DB"
"419","RAL_805","y",1.181,"b","d",7.0582657475,21.9037509203,-24.1606168196,"34DB"
"420","RAL_808","n",1.351,"a","d",2.735389254,-2.3841874052,8.774746273,"13DA"
"421","RAL_808","n",1.465,"b","d",2.735389254,-2.3841874052,8.774746273,"13DB"
"422","RAL_808","n",1.393,"b","d",2.735389254,-2.3841874052,8.774746273,"13DB"
"423","RAL_808","n",1.265,"a","d",2.735389254,-2.3841874052,8.774746273,"13DA"
"424","RAL_808","n",1.367,"a","d",2.735389254,-2.3841874052,8.774746273,"13DA"
"425","RAL_808","n",1.281,"b","d",2.735389254,-2.3841874052,8.774746273,"13DB"
"426","RAL_810","n",1.163,"a","a",4.8934112944,6.9363770538,-13.7821258075,"14AA"
"427","RAL_810","n",1.188,"a","a",4.8934112944,6.9363770538,-13.7821258075,"14AA"
"428","RAL_810","n",1.173,"a","a",4.8934112944,6.9363770538,-13.7821258075,"14AA"
"429","RAL_810","n",1.11,"b","a",4.8934112944,6.9363770538,-13.7821258075,"14AB"
"430","RAL_810","n",1.039,"b","a",4.8934112944,6.9363770538,-13.7821258075,"14AB"
"431","RAL_810","n",1.068,"b","a",4.8934112944,6.9363770538,-13.7821258075,"14AB"
"432","RAL_819","y",0.955,"b","a",7.2699886948,26.2570070392,-32.7007731994,"4AB"
"433","RAL_819","y",0.855,"a","a",7.2699886948,26.2570070392,-32.7007731994,"4AA"
"434","RAL_819","y",0.838,"a","a",7.2699886948,26.2570070392,-32.7007731994,"4AA"
"435","RAL_819","y",0.916,"b","a",7.2699886948,26.2570070392,-32.7007731994,"4AB"
"436","RAL_821","y",1.192,"a","a",2.5663742999,9.6774044868,-9.3859303504,"21AA"
"437","RAL_821","y",1.313,"a","a",2.5663742999,9.6774044868,-9.3859303504,"21AA"
"438","RAL_821","y",1.191,"a","a",2.5663742999,9.6774044868,-9.3859303504,"21AA"
"439","RAL_821","y",1.308,"b","a",2.5663742999,9.6774044868,-9.3859303504,"21AB"
"440","RAL_822","y",1.092,"a","a",2.5139055633,1.1847035669,8.4997258529,"16AA"
"441","RAL_822","y",1.127,"a","a",2.5139055633,1.1847035669,8.4997258529,"16AA"
"442","RAL_822","y",1.169,"a","a",2.5139055633,1.1847035669,8.4997258529,"16AA"
"443","RAL_822","y",1.128,"b","a",2.5139055633,1.1847035669,8.4997258529,"16AB"
"444","RAL_822","y",1.07,"b","a",2.5139055633,1.1847035669,8.4997258529,"16AB"
"445","RAL_822","y",1.041,"b","a",2.5139055633,1.1847035669,8.4997258529,"16AB"
"446","RAL_83","n",1.102,"a","b",2.0267231024,-2.6196166902,4.9968830569,"7BA"
"447","RAL_83","n",1.16,"a","b",2.0267231024,-2.6196166902,4.9968830569,"7BA"
"448","RAL_83","n",1.236,"b","b",2.0267231024,-2.6196166902,4.9968830569,"7BB"
"449","RAL_83","n",1.178,"b","b",2.0267231024,-2.6196166902,4.9968830569,"7BB"
"450","RAL_83","n",1.146,"a","b",2.0267231024,-2.6196166902,4.9968830569,"7BA"
"451","RAL_83","n",1.249,"b","b",2.0267231024,-2.6196166902,4.9968830569,"7BB"
"452","RAL_837","y",1.253,"b","a",2.7947291424,-3.3437203427,5.4419956868,"36AB"
"453","RAL_837","y",1.283,"b","a",2.7947291424,-3.3437203427,5.4419956868,"36AB"
"454","RAL_837","y",1.173,"b","a",2.7947291424,-3.3437203427,5.4419956868,"36AB"
"455","RAL_837","y",1.225,"a","a",2.7947291424,-3.3437203427,5.4419956868,"36AA"
"456","RAL_837","y",1.286,"a","a",2.7947291424,-3.3437203427,5.4419956868,"36AA"
"457","RAL_837","y",1.262,"a","a",2.7947291424,-3.3437203427,5.4419956868,"36AA"
"458","RAL_843","n",1.135,"a","b",1.9584131713,-167.1297938926,-59.3150719064,"24BA"
"459","RAL_843","n",1.21,"a","b",1.9584131713,-167.1297938926,-59.3150719064,"24BA"
"460","RAL_843","n",1.301,"b","b",1.9584131713,-167.1297938926,-59.3150719064,"24BB"
"461","RAL_843","n",1.201,"b","b",1.9584131713,-167.1297938926,-59.3150719064,"24BB"
"462","RAL_843","n",1.17,"a","b",1.9584131713,-167.1297938926,-59.3150719064,"24BA"
"463","RAL_843","n",1.231,"b","b",1.9584131713,-167.1297938926,-59.3150719064,"24BB"
"464","RAL_849","n",1.28,"a","d",-1.1419650464,4.5099906577,-1.463001417,"16DA"
"465","RAL_85","n",1.154,"a","d",1.2031659615,2.4263672572,3.9782525431,"25DA"
"466","RAL_85","n",1.131,"a","d",1.2031659615,2.4263672572,3.9782525431,"25DA"
"467","RAL_85","n",1.234,"b","d",1.2031659615,2.4263672572,3.9782525431,"25DB"
"468","RAL_85","n",1.236,"b","d",1.2031659615,2.4263672572,3.9782525431,"25DB"
"469","RAL_85","n",1.188333335,"b","d",1.2031659615,2.4263672572,3.9782525431,"25DB"
"470","RAL_85","n",1.166,"a","d",1.2031659615,2.4263672572,3.9782525431,"25DA"
"471","RAL_852","y",1.02,"a","c",3.2082513753,5.2874343459,0.2307454943,"25CA"
"472","RAL_852","y",1.028,"b","c",3.2082513753,5.2874343459,0.2307454943,"25CB"
"473","RAL_852","y",0.985,"a","c",3.2082513753,5.2874343459,0.2307454943,"25CA"
"474","RAL_852","y",0.975,"a","c",3.2082513753,5.2874343459,0.2307454943,"25CA"
"475","RAL_852","y",1.094,"b","c",3.2082513753,5.2874343459,0.2307454943,"25CB"
"476","RAL_852","y",1.078,"b","c",3.2082513753,5.2874343459,0.2307454943,"25CB"
"477","RAL_855","y",1.343,"a","c",3.0161457452,4.7552280267,-6.1420723017,"19CA"
"478","RAL_855","y",1.288,"a","c",3.0161457452,4.7552280267,-6.1420723017,"19CA"
"479","RAL_855","y",1.213,"b","c",3.0161457452,4.7552280267,-6.1420723017,"19CB"
"480","RAL_855","y",1.16,"b","c",3.0161457452,4.7552280267,-6.1420723017,"19CB"
"481","RAL_855","y",1.29,"a","c",3.0161457452,4.7552280267,-6.1420723017,"19CA"
"482","RAL_855","y",1.38,"b","c",3.0161457452,4.7552280267,-6.1420723017,"19CB"
"483","RAL_857","y",1.324,"b","d",3.172737548,0.4200480204,2.0701527465,"38DB"
"484","RAL_857","y",1.264,"a","d",3.172737548,0.4200480204,2.0701527465,"38DA"
"485","RAL_857","y",1.234,"a","d",3.172737548,0.4200480204,2.0701527465,"38DA"
"486","RAL_857","y",1.344,"b","d",3.172737548,0.4200480204,2.0701527465,"38DB"
"487","RAL_857","y",1.323,"b","d",3.172737548,0.4200480204,2.0701527465,"38DB"
"488","RAL_857","y",1.313333335,"a","d",3.172737548,0.4200480204,2.0701527465,"38DA"
"489","RAL_861","y",1.211,"b","a",4.2013440414,9.996137336,-16.6464840574,"11AB"
"490","RAL_861","y",1.194,"b","a",4.2013440414,9.996137336,-16.6464840574,"11AB"
"491","RAL_861","y",1.204,"b","a",4.2013440414,9.996137336,-16.6464840574,"11AB"
"492","RAL_879","y",1.243,"b","d",1.8859677927,-151.2286738142,-52.6378971667,"18DB"
"493","RAL_879","y",1.256,"b","d",1.8859677927,-151.2286738142,-52.6378971667,"18DB"
"494","RAL_879","y",1.233,"b","d",1.8859677927,-151.2286738142,-52.6378971667,"18DB"
"495","RAL_879","y",1.296,"a","d",1.8859677927,-151.2286738142,-52.6378971667,"18DA"
"496","RAL_879","y",1.137,"a","d",1.8859677927,-151.2286738142,-52.6378971667,"18DA"
"497","RAL_879","y",1.164,"a","d",1.8859677927,-151.2286738142,-52.6378971667,"18DA"
"498","RAL_882","y",1.115,"a","a",6.7197979,-25.1609323718,-12.5010260213,"26AA"
"499","RAL_882","y",1.262,"b","a",6.7197979,-25.1609323718,-12.5010260213,"26AB"
"500","RAL_882","y",1.113,"b","a",6.7197979,-25.1609323718,-12.5010260213,"26AB"
"501","RAL_882","y",1.045,"a","a",6.7197979,-25.1609323718,-12.5010260213,"26AA"
"502","RAL_882","y",1.076,"a","a",6.7197979,-25.1609323718,-12.5010260213,"26AA"
"503","RAL_882","y",1.073,"b","a",6.7197979,-25.1609323718,-12.5010260213,"26AB"
"504","RAL_884","y",0.925,"a","b",2.0017636155,-0.3394436356,5.9125017006,"3BA"
"505","RAL_884","y",1.054,"b","b",2.0017636155,-0.3394436356,5.9125017006,"3BB"
"506","RAL_884","y",0.836,"a","b",2.0017636155,-0.3394436356,5.9125017006,"3BA"
"507","RAL_884","y",0.923,"a","b",2.0017636155,-0.3394436356,5.9125017006,"3BA"
"508","RAL_884","y",1.072,"b","b",2.0017636155,-0.3394436356,5.9125017006,"3BB"
"509","RAL_884","y",1.03,"b","b",2.0017636155,-0.3394436356,5.9125017006,"3BB"
"510","RAL_890","y",1.137,"a","b",3.1101035351,4.5170811129,-3.6309518923,"31BA"
"511","RAL_890","y",1.086,"a","b",3.1101035351,4.5170811129,-3.6309518923,"31BA"
"512","RAL_890","y",1.174,"b","b",3.1101035351,4.5170811129,-3.6309518923,"31BB"
"513","RAL_890","y",1.114,"a","b",3.1101035351,4.5170811129,-3.6309518923,"31BA"
"514","RAL_890","y",1.183,"b","b",3.1101035351,4.5170811129,-3.6309518923,"31BB"
"515","RAL_890","y",1.188,"b","b",3.1101035351,4.5170811129,-3.6309518923,"31BB"
"516","RAL_897","y",1.029,"a","b",3.8379107828,-2.3486937263,4.9383745029,"33BA"
"517","RAL_897","y",1.012,"a","b",3.8379107828,-2.3486937263,4.9383745029,"33BA"
"518","RAL_897","y",1.04,"a","b",3.8379107828,-2.3486937263,4.9383745029,"33BA"
"519","RAL_897","y",0.979,"b","b",3.8379107828,-2.3486937263,4.9383745029,"33BB"
"520","RAL_897","y",1.077,"b","b",3.8379107828,-2.3486937263,4.9383745029,"33BB"
"521","RAL_897","y",1.033,"b","b",3.8379107828,-2.3486937263,4.9383745029,"33BB"
"522","RAL_900","n",1.104,"a","d",-0.3228803747,11.1517367761,-17.0422769571,"35DA"
"523","RAL_900","n",1.069,"a","d",-0.3228803747,11.1517367761,-17.0422769571,"35DA"
"524","RAL_900","n",1.189,"a","d",-0.3228803747,11.1517367761,-17.0422769571,"35DA"
"525","RAL_907","n",1.218333335,"a","b",3.9257152492,0.4060176916,-3.384345285,"15BA"
"526","RAL_907","n",1.133,"a","b",3.9257152492,0.4060176916,-3.384345285,"15BA"
"527","RAL_907","n",1.164,"a","b",3.9257152492,0.4060176916,-3.384345285,"15BA"
"528","RAL_907","n",1.305,"b","b",3.9257152492,0.4060176916,-3.384345285,"15BB"
"529","RAL_907","n",1.152,"b","b",3.9257152492,0.4060176916,-3.384345285,"15BB"
"530","RAL_907","n",1.238,"b","b",3.9257152492,0.4060176916,-3.384345285,"15BB"
"531","RAL_908","n",1.321,"b","c",4.5644905823,3.8193845993,-10.4645666986,"12CB"
"532","RAL_908","n",1.34,"a","c",4.5644905823,3.8193845993,-10.4645666986,"12CA"
"533","RAL_908","n",1.286,"b","c",4.5644905823,3.8193845993,-10.4645666986,"12CB"
"534","RAL_908","n",1.311,"a","c",4.5644905823,3.8193845993,-10.4645666986,"12CA"
"535","RAL_908","n",1.222,"a","c",4.5644905823,3.8193845993,-10.4645666986,"12CA"
"536","RAL_908","n",1.278,"b","c",4.5644905823,3.8193845993,-10.4645666986,"12CB"
"537","RAL_91","n",1.252,"a","c",2.0298810396,-0.5176971821,2.5402740284,"1CA"
"538","RAL_91","n",1.317,"a","c",2.0298810396,-0.5176971821,2.5402740284,"1CA"
"539","RAL_91","n",1.225,"a","c",2.0298810396,-0.5176971821,2.5402740284,"1CA"
"540","RAL_91","n",1.298,"b","c",2.0298810396,-0.5176971821,2.5402740284,"1CB"
"541","RAL_911","n",1.222,"b","e",4.4433522474,-0.8078640077,-1.9896549814,"24EB"
"542","RAL_911","n",1.095,"b","e",4.4433522474,-0.8078640077,-1.9896549814,"24EB"
"543","RAL_911","n",1.225,"b","e",4.4433522474,-0.8078640077,-1.9896549814,"24EB"
