line,life-span (hr) on 1.5% boric acid
RAL359,37.41666667
RAL359,74.75
RAL359,49.9
RAL359,72.85
RAL359,73.18333333
RAL359,54.76666667
RAL361,23.08333333
RAL361,62.63333333
RAL361,18.88333333
RAL361,27.71666667
RAL361,24.15
RAL361,26.95
RAL361,50.61666667
RAL361,34.63333333
RAL361,39.11666667
RAL361,33.08333333
RAL361,48.76666667
RAL361,36.25
RAL361,42.36666667
RAL361,59.16666667
RAL361,30.61666667
RAL361,31.93333333
RAL367,34.7
RAL367,22.38333333
RAL367,24.6
RAL367,85.36666667
RAL367,25.93333333
RAL367,41.71666667
RAL367,32.28333333
RAL367,44.98333333
RAL367,28.81666667
RAL367,39.5
RAL367,50.55
RAL367,40.85
RAL367,38.1
RAL367,29.63333333
RAL367,33.71666667
RAL367,32.05
RAL370,62.93333333
RAL370,49.46666667
RAL370,33.25
RAL370,51.65
RAL370,57.9
RAL370,46.58333333
RAL370,47.25
RAL370,68.31666667
RAL370,56.33333333
RAL370,84.63333333
RAL370,52.01666667
RAL370,52.66666667
RAL370,46.36666667
RAL370,61.68333333
RAL370,47.1
RAL370,48.41666667
RAL371,24.46666667
RAL371,32.36666667
RAL371,32.51666667
RAL371,34.16666667
RAL371,29.23333333
RAL371,23.46666667
RAL371,28.15
RAL371,33.26666667
RAL371,25.93333333
RAL371,18.55
RAL371,26.15
RAL371,34.33333333
RAL371,26.66666667
RAL371,15.86666667
RAL371,46.16666667
RAL373,58.4
RAL373,33.08333333
RAL373,69.96666667
RAL373,65.93333333
RAL373,39.65
RAL373,51.56666667
RAL373,22.98333333
RAL373,24.16666667
RAL373,48.9
RAL373,57.4
RAL373,35.2
RAL373,68.41666667
RAL373,58.76666667
RAL373,55.13333333
RAL373,64.93333333
RAL373,52.48333333
RAL374,25.16666667
RAL374,37.03333333
RAL374,33.6
RAL374,41.6
RAL374,33.96666667
RAL374,55.86666667
RAL374,23.53333333
RAL374,15.46666667
RAL374,35.48333333
RAL374,39.31666667
RAL374,38.68333333
RAL374,37.4
RAL374,44.38333333
RAL374,11.71666667
RAL374,11.41666667
RAL374,27.81666667
RAL377,51.08333333
RAL377,72.96666667
RAL377,61.68333333
RAL377,79.81666667
RAL377,67.33333333
RAL377,64.41666667
RAL377,49.33333333
RAL377,59.6
RAL377,73.65
RAL377,56.66666667
RAL377,50.91666667
RAL377,71.55
RAL377,44.26666667
RAL377,53.7
RAL377,67.16666667
RAL377,49.3
RAL381,36.35
RAL381,37.56666667
RAL381,41.16666667
RAL381,27.6
RAL381,25.9
RAL381,23.01666667
RAL381,43.23333333
RAL381,56.5
RAL381,14.31666667
RAL381,40.16666667
RAL381,53.38333333
RAL381,36.31666667
RAL381,56.58333333
RAL381,39.41666667
RAL381,31.7
RAL381,44.96666667
RAL383,38.51666667
RAL383,22.08333333
RAL383,36.35
RAL383,38.38333333
RAL383,40.21666667
RAL383,35.4
RAL383,58.66666667
RAL383,22.36666667
RAL383,23.48333333
RAL383,36.7
RAL383,57.55
RAL383,27.16666667
RAL383,41.01666667
RAL383,38.06666667
RAL383,27.3
RAL383,34.6
RAL385,33.73333333
RAL385,36.55
RAL385,49.26666667
RAL385,45.15
RAL385,42.35
RAL385,29.88333333
RAL385,22.8
RAL385,31.48333333
RAL385,40.28333333
RAL385,41.05
RAL385,57
RAL385,34.6
RAL385,39.93333333
RAL385,51.28333333
RAL385,35.21666667
RAL385,35.7
RAL386,65.18333333
RAL386,59.53333333
RAL386,46.38333333
RAL386,62.46666667
RAL386,52.4
RAL386,59.28333333
RAL386,70.36666667
RAL386,58.95
RAL386,43.68333333
RAL386,68.45
RAL386,52.3
RAL386,60.86666667
RAL386,47.55
RAL386,50.78333333
RAL386,52.05
RAL386,67.45
RAL386,52.8
RAL386,45.98333333
RAL386,43.75
RAL386,32.9
RAL386,46.13333333
RAL386,56.58333333
RAL386,67.3
RAL386,39.78333333
RAL386,64.46666667
RAL386,25.46666667
RAL386,58.2
RAL386,53.85
RAL386,40.7
RAL386,38.3
RAL386,63.58333333
RAL392,36.71666667
RAL392,33.78333333
RAL392,29.7
RAL392,26.76666667
RAL392,32.31666667
RAL392,34.15
RAL392,30.8
RAL392,41.16666667
RAL392,35.25
RAL392,40.08333333
RAL392,34.16666667
RAL392,44.75
RAL392,42.56666667
RAL392,32.73333333
RAL392,40.48333333
RAL392,34.95
RAL426,50.1
RAL426,31.51666667
RAL426,34.51666667
RAL426,47.23333333
RAL426,59.11666667
RAL426,36.36666667
RAL426,44.66666667
RAL426,28.11666667
RAL426,66.4
RAL426,33.13333333
RAL426,42.86666667
RAL426,35.81666667
RAL426,32.26666667
RAL426,30.21666667
RAL426,22
RAL426,50.96666667
RAL440,64.71666667
RAL440,93.55
RAL440,72.08333333
RAL440,75
RAL440,59.76666667
RAL440,72.38333333
RAL440,79.3
RAL440,62.61666667
RAL440,65.51666667
RAL440,71.45
RAL440,39.56666667
RAL440,87.2
RAL440,62.18333333
RAL440,76.6
RAL440,58.26666667
RAL440,61.13333333
RAL441,31.9
RAL441,43.55
RAL441,53.36666667
RAL441,38.93333333
RAL441,42.11666667
RAL441,44.38333333
RAL441,49.21666667
RAL441,48.3
RAL441,62.8
RAL441,31.86666667
RAL441,50.75
RAL441,46.81666667
RAL443,46.25
RAL443,95.16666667
RAL443,48.35
RAL443,74.4
RAL443,67.18333333
RAL443,76.71666667
RAL443,89.01666667
RAL443,115.4333333
RAL443,111
RAL443,104.3666667
RAL443,73.13333333
RAL443,53.93333333
RAL443,46.15
RAL443,89.53333333
RAL443,47.3
RAL461,45.76666667
RAL461,43.96666667
RAL461,49.65
RAL461,52.66666667
RAL461,48.86666667
RAL461,39.71666667
RAL461,45.91666667
RAL461,43.61666667
RAL461,52.28333333
RAL461,11.1
RAL461,40.35
RAL491,36.56666667
RAL491,38.55
RAL491,43.01666667
RAL491,45.38333333
RAL491,39.21666667
RAL491,38.1
RAL491,40.95
RAL491,42.38333333
RAL491,39.93333333
RAL491,51.71666667
RAL491,35.76666667
RAL491,32.86666667
RAL491,37.61666667
RAL491,38.26666667
RAL491,43.15
RAL491,39.11666667
RAL492,59.61666667
RAL492,90.48333333
RAL492,76.38333333
RAL492,45.68333333
RAL492,53.93333333
RAL492,53.33333333
RAL492,50.11666667
RAL492,32.83333333
RAL492,52.18333333
RAL492,39.86666667
RAL492,49
RAL492,54.06666667
RAL492,63.56666667
RAL492,43.98333333
RAL492,46.38333333
RAL492,44.5
RAL502,46.23333333
RAL502,41.5
RAL502,36.86666667
RAL502,40.66666667
RAL502,58.96666667
RAL502,38.26666667
RAL502,45.25
RAL502,59.58333333
RAL502,70.98333333
RAL502,35.85
RAL502,50.68333333
RAL502,42
RAL502,42.25
RAL502,51.83333333
RAL502,66.46666667
RAL502,43.86666667
RAL531,34.65
RAL531,27.23333333
RAL531,25.6
RAL531,27.38333333
RAL531,43.71666667
RAL531,26.93333333
RAL531,29.51666667
RAL531,43.8
RAL531,25.63333333
RAL531,27.33333333
RAL531,32.86666667
RAL531,40.61666667
RAL531,20.46666667
RAL531,23.83333333
RAL531,44.48333333
RAL531,45.88333333
RAL535,49.46666667
RAL535,53.83333333
RAL535,58.9
RAL535,73.48333333
RAL535,53.03333333
RAL535,48.65
RAL535,66.1
RAL535,64.51666667
RAL535,56.13333333
RAL535,59.35
RAL535,48.63333333
RAL535,52.18333333
RAL535,62.7
RAL535,45.46666667
RAL535,40.61666667
RAL535,45.33333333
RAL563,44.15
RAL563,57.48333333
RAL563,71.63333333
RAL563,25.5
RAL563,75.98333333
RAL563,35.96666667
RAL563,51.8
RAL563,43.11666667
RAL563,23.4
RAL563,45.11666667
RAL563,39.83333333
RAL563,59.06666667
RAL563,63.11666667
RAL563,65.35
RAL563,26.18333333
RAL563,78.58333333
RAL584,47.9
RAL584,62.31666667
RAL584,48.65
RAL584,38.7
RAL584,67.5
RAL584,40.33333333
RAL584,43.71666667
RAL584,33.86666667
RAL584,54.2
RAL584,53.25
RAL589,60.4
RAL589,31.56666667
RAL589,48.4
RAL589,58.56666667
RAL589,48.81666667
RAL589,66.85
RAL589,61.61666667
RAL589,45.48333333
RAL589,71.11666667
RAL589,48.6
RAL589,40.83333333
RAL589,50.98333333
RAL589,30.68333333
RAL589,34.7
RAL589,46.28333333
RAL589,36.45
RAL595,32.4
RAL595,44.11666667
RAL595,29.08333333
RAL595,27.01666667
RAL595,42.56666667
RAL595,24.03333333
RAL595,28.2
RAL595,35.9
RAL595,56.76666667
RAL595,33.36666667
RAL595,30.35
RAL595,45.91666667
RAL595,72.9
RAL595,38.68333333
RAL595,40.91666667
RAL595,38.25
RAL646,30.88333333
RAL646,35.71666667
RAL646,18.2
RAL646,11.71666667
RAL646,29.01666667
RAL646,26
RAL646,26.05
RAL646,22.83333333
RAL646,28.95
RAL646,17.66666667
RAL646,29.33333333
RAL646,21.88333333
RAL703,38.6
RAL703,38.31666667
RAL703,37.58333333
RAL703,31.66666667
RAL703,48.13333333
RAL703,26.88333333
RAL703,24.96666667
RAL703,30.1
RAL703,63.18333333
RAL703,54.93333333
RAL703,33.13333333
RAL703,25.98333333
RAL703,24.96666667
RAL703,24.55
RAL703,41.1
RAL703,25.4
RAL716,51.91666667
RAL716,57.16666667
RAL716,58.86666667
RAL716,56.28333333
RAL716,58.2
RAL716,56.43333333
RAL716,60.66666667
RAL716,70.9
RAL716,42.98333333
RAL716,59.38333333
RAL716,47.18333333
RAL716,85.85
RAL716,56.91666667
RAL716,68.65
RAL716,58.75
RAL716,72.88333333
RAL721,35.05
RAL721,24.45
RAL721,31.9
RAL721,30.48333333
RAL721,19.66666667
RAL721,21.35
RAL721,28.01666667
RAL721,20.58333333
RAL721,31.46666667
RAL721,33.56666667
RAL721,27.56666667
RAL721,22.11666667
RAL721,29.66666667
RAL721,34.26666667
RAL721,20.03333333
RAL721,30.55
RAL727,48.83333333
RAL727,51.23333333
RAL727,44.05
RAL727,45.56666667
RAL727,42.83333333
RAL727,41.11666667
RAL727,34.01666667
RAL727,46.15
RAL727,47.45
RAL727,51.85
RAL727,52.21666667
RAL727,37.95
RAL727,49.73333333
RAL727,36.38333333
RAL727,37.73333333
RAL727,28.18333333
RAL737,36.01666667
RAL737,29.46666667
RAL737,40.35
RAL737,44.08333333
RAL737,26.45
RAL737,50.93333333
RAL737,25.76666667
RAL737,42.05
RAL737,44.11666667
RAL737,46.33333333
RAL737,29.11666667
RAL737,30.96666667
RAL737,29.96666667
RAL737,29.25
RAL737,28.95
RAL737,23.9
RAL738,31.38333333
RAL738,49.06666667
RAL738,47.11666667
RAL738,38.11666667
RAL738,46.7
RAL738,34.2
RAL738,22.46666667
RAL738,39.15
RAL738,35.86666667
RAL738,30.11666667
RAL738,29
RAL738,45.63333333
RAL748,80.31666667
RAL748,100.4166667
RAL748,92.16666667
RAL748,86.46666667
RAL748,37.8
RAL748,105.9333333
RAL748,55.63333333
RAL748,88.33333333
RAL748,47.68333333
RAL748,91.6
RAL748,53.95
RAL748,58.6
RAL748,106.1833333
RAL748,57.56666667
RAL748,25.51666667
RAL748,81.76666667
RAL757,41.26666667
RAL757,70.61666667
RAL757,45.86666667
RAL757,58.16666667
RAL757,40.01666667
RAL757,57.15
RAL757,54.06666667
RAL757,39.16666667
RAL757,59.4
RAL757,49.83333333
RAL757,24.23333333
RAL757,62.23333333
RAL757,51.23333333
RAL757,58.73333333
RAL757,46.63333333
RAL757,54.01666667
RAL761,23.96666667
RAL761,22.6
RAL761,20.85
RAL761,31.91666667
RAL761,25.4
RAL761,37.1
RAL761,28.23333333
RAL761,26.05
RAL761,20.1
RAL761,22.58333333
RAL761,31.23333333
RAL761,22.23333333
RAL761,20.36666667
RAL761,30.38333333
RAL761,19.4
RAL776,41.7
RAL776,44.26666667
RAL776,62.4
RAL776,61.26666667
RAL776,69.48333333
RAL776,65.6
RAL776,58.75
RAL776,70.71666667
RAL776,49.55
RAL776,57.98333333
RAL776,59.2
RAL776,49.68333333
RAL776,48.56666667
RAL776,48.68333333
RAL776,54.76666667
RAL776,75.61666667
RAL783,35.48333333
RAL783,29.4
RAL783,39.91666667
RAL783,45.73333333
RAL783,45.5
RAL783,57.46666667
RAL783,35.05
RAL783,89.56666667
RAL783,45.4
RAL783,34.43333333
RAL783,40.38333333
RAL783,49.58333333
RAL783,75.06666667
RAL783,32.13333333
RAL787,64.86666667
RAL787,46.25
RAL787,66.16666667
RAL787,48.58333333
RAL787,64.93333333
RAL787,45.86666667
RAL787,49.26666667
RAL787,51.8
RAL787,35.41666667
RAL787,44.46666667
RAL787,19.81666667
RAL787,41.5
RAL787,53.13333333
RAL787,32.58333333
RAL787,32.88333333
RAL787,54.4
RAL790,14.8
RAL790,35.4
RAL790,31.83333333
RAL790,42.41666667
RAL790,46.55
RAL790,31.83333333
RAL790,49.68333333
RAL790,39.26666667
RAL790,24.46666667
RAL790,25.75
RAL796,25.3
RAL796,29.55
RAL796,29.98333333
RAL796,24.38333333
RAL796,26.2
RAL796,84.96666667
RAL796,34.46666667
RAL796,40.28333333
RAL796,29.45
RAL796,20.1
RAL796,34.8
RAL796,13.38333333
RAL796,31.21666667
RAL796,19.43333333
RAL796,21.7
RAL796,23.48333333
RAL801,45.21666667
RAL801,46.81666667
RAL801,51.71666667
RAL801,50.9
RAL801,33.06666667
RAL801,50.48333333
RAL801,38.95
RAL801,37.11666667
RAL801,38.7
RAL801,38.35
RAL801,33.56666667
RAL801,48.5
RAL801,54.26666667
RAL801,33.68333333
RAL801,40.76666667
RAL801,33.73333333
RAL802,55.31666667
RAL802,61.45
RAL802,45.58333333
RAL802,47.38333333
RAL802,44.26666667
RAL802,44.58333333
RAL802,43.75
RAL802,66.4
RAL802,48.71666667
RAL802,54.3
RAL802,38.61666667
RAL802,50.95
RAL802,47.85
RAL802,36.7
RAL802,55.45
RAL802,46.8
RAL804,25.88333333
RAL804,25.85
RAL804,26.8
RAL804,47.21666667
RAL804,34.36666667
RAL804,41.45
RAL804,15.13333333
RAL804,19.88333333
RAL804,33.66666667
RAL804,11.68333333
RAL804,25.05
RAL804,21.35
RAL804,27
RAL804,32.35
RAL804,22.1
RAL804,24.56666667
RAL805,51.7
RAL805,55.28333333
RAL805,53.38333333
RAL805,78.68333333
RAL805,85.91666667
RAL805,24.76666667
RAL805,57.63333333
RAL805,53.6
RAL805,46.48333333
RAL805,45.28333333
RAL808,24.91666667
RAL808,45.85
RAL808,33.95
RAL808,36.6
RAL808,22.63333333
RAL808,41.13333333
RAL808,42.55
RAL808,27.2
RAL808,22.41666667
RAL808,33.45
RAL808,26.28333333
RAL808,38.31666667
RAL808,33.38333333
RAL808,27.46666667
RAL808,33.38333333
RAL808,44.65
RAL810,34.8
RAL810,31.88333333
RAL810,27.41666667
RAL810,24.61666667
RAL810,37.93333333
RAL810,46
RAL810,24.85
RAL810,35.25
RAL810,29.48333333
RAL810,48.91666667
RAL810,33.13333333
RAL810,52.28333333
RAL810,34.35
RAL810,29.11666667
RAL810,38.43333333
RAL810,38.93333333
RAL812,32.95
RAL812,34.66666667
RAL812,30.86666667
RAL812,41.35
RAL812,27.23333333
RAL812,29.58333333
RAL812,29.11666667
RAL812,30.81666667
RAL812,39.58333333
RAL812,39.05
RAL812,27.83333333
RAL812,9.316666667
RAL812,43.13333333
RAL812,40.46666667
RAL812,23.36666667
RAL812,22.81666667
RAL818,37.01666667
RAL818,57.85
RAL818,33.96666667
RAL818,56.71666667
RAL818,33.38333333
RAL818,30.86666667
RAL818,46.93333333
RAL818,63.55
RAL818,60.56666667
RAL818,32.98333333
RAL818,51.55
RAL818,42.41666667
RAL818,31
RAL818,29.8
RAL818,30.91666667
RAL818,40.03333333
RAL821,31.25
RAL821,36.61666667
RAL821,50.31666667
RAL821,49.66666667
RAL821,40.31666667
RAL821,50.63333333
RAL821,44.36666667
RAL821,37.51666667
RAL821,50.56666667
RAL821,38.98333333
RAL821,38.43333333
RAL821,35.03333333
RAL821,45.5
RAL821,37.4
RAL821,36.25
RAL821,17.15
RAL822,40.75
RAL822,34.26666667
RAL822,31.06666667
RAL822,57.7
RAL822,35.98333333
RAL822,29.63333333
RAL822,23.18333333
RAL822,30.41666667
RAL822,24.51666667
RAL822,43.91666667
RAL822,35.3
RAL822,41.93333333
RAL822,38.23333333
RAL822,46.9
RAL822,45.21666667
RAL822,31.11666667
RAL837,75.45
RAL837,102.5166667
RAL837,108.2333333
RAL837,55.48333333
RAL837,54.6
RAL837,91.08333333
RAL837,109.7333333
RAL837,85.33333333
RAL837,80.43333333
RAL837,49.75
RAL837,72.28333333
RAL837,80.7
RAL837,98.6
RAL837,73.5
RAL837,77.41666667
RAL837,77.43333333
RAL843,24.03333333
RAL843,34.13333333
RAL843,27.36666667
RAL843,34.98333333
RAL843,32.3
RAL843,32.81666667
RAL843,37.26666667
RAL843,33.28333333
RAL843,27.55
RAL843,29.73333333
RAL843,30.7
RAL843,27.3
RAL843,35.03333333
RAL843,25.41666667
RAL843,27.35
RAL843,36.7
RAL849,80.45
RAL849,95.25
RAL849,49.7
RAL849,77.65
RAL849,72.06666667
RAL849,67.4
RAL849,53.3
RAL849,61.95
RAL849,38.26666667
RAL849,64.21666667
RAL849,52.71666667
RAL849,43.11666667
RAL849,96.21666667
RAL849,41.73333333
RAL849,80.06666667
RAL850,60.1
RAL850,73.31666667
RAL850,58.96666667
RAL850,49.3
RAL850,62.53333333
RAL850,61.95
RAL850,66.03333333
RAL850,58.11666667
RAL850,51.21666667
RAL850,71.95
RAL850,53.81666667
RAL850,70.56666667
RAL850,62
RAL850,66.86666667
RAL850,55.2
RAL850,63.33333333
RAL853,75.73333333
RAL853,53.88333333
RAL853,47.35
RAL853,77.93333333
RAL853,49.78333333
RAL853,63.65
RAL853,47.95
RAL853,58.55
RAL853,59.73333333
RAL853,51.86666667
RAL853,77.26666667
RAL853,54.11666667
RAL853,70.28333333
RAL853,69.36666667
RAL853,50.93333333
RAL853,67.93333333
RAL857,46.1
RAL857,45.5
RAL857,49.83333333
RAL857,47
RAL857,63.56666667
RAL857,57.71666667
RAL857,52.43333333
RAL857,71.68333333
RAL857,54.05
RAL857,68.91666667
RAL857,23.16666667
RAL857,58.85
RAL857,48.55
RAL857,72.65
RAL861,38.78333333
RAL861,53.25
RAL861,48.43333333
RAL861,45.93333333
RAL861,46.95
RAL861,43.96666667
RAL861,48.93333333
RAL861,43.61666667
RAL861,52.28333333
RAL861,54.61666667
RAL861,51.16666667
RAL861,41.33333333
RAL861,52.46666667
RAL861,52.51666667
RAL861,53.55
RAL861,56.01666667
RAL879,42.83333333
RAL879,48.16666667
RAL879,44.48333333
RAL879,42.91666667
RAL879,48.86666667
RAL879,40.78333333
RAL879,50.43333333
RAL879,56.18333333
RAL879,60.45
RAL879,32.56666667
RAL879,50.88333333
RAL879,42.95
RAL879,48.58333333
RAL879,51.28333333
RAL879,47.95
RAL882,44.23333333
RAL882,37.5
RAL882,28.53333333
RAL882,52.85
RAL882,31.63333333
RAL882,43.2
RAL882,33.88333333
RAL882,36.65
RAL882,33.15
RAL882,47.65
RAL882,31.8
RAL882,51.86666667
RAL882,42
RAL882,48.75
RAL882,39.66666667
RAL882,33.51666667
RAL890,21.9
RAL890,25.95
RAL890,31.05
RAL890,14.55
RAL890,45.05
RAL890,21.15
RAL890,23.16666667
RAL890,12.85
RAL890,38.68333333
RAL890,31.75
RAL890,36.43333333
RAL890,40.98333333
RAL890,47.05
RAL890,21.16666667
RAL890,37.3
RAL890,18.8
RAL892,22.1
RAL892,29.21666667
RAL892,22.35
RAL892,15.9
RAL892,20.33333333
RAL892,20.98333333
RAL892,17.65
RAL892,18.45
RAL892,15.63333333
RAL892,21.46666667
RAL892,24.5
RAL892,22.98333333
RAL892,17.48333333
RAL892,13.25
RAL892,16.85
RAL892,25.5
RAL894,65.93333333
RAL894,58
RAL894,42.13333333
RAL894,61.43333333
RAL894,13.9
RAL894,30.93333333
RAL894,20.1
RAL894,54.93333333
RAL894,52.9
RAL894,45.8
RAL894,31.4
RAL894,38.11666667
RAL894,56.7
RAL894,33.15
RAL900,24.2
RAL900,38.01666667
RAL900,39.73333333
RAL900,30.66666667
RAL900,51.06666667
RAL900,45.71666667
RAL900,47.91666667
RAL900,34.76666667
RAL900,55
RAL900,41.23333333
RAL900,67.98333333
RAL900,48.5
RAL900,47.23333333
RAL900,39.11666667
RAL900,48.88333333
RAL900,30.05
RAL907,47.08333333
RAL907,51.18333333
RAL907,51.25
RAL907,47.13333333
RAL907,65.58333333
RAL907,73.65
RAL907,54.56666667
RAL907,80.18333333
RAL907,56.48333333
RAL907,46.73333333
RAL907,46.68333333
RAL907,53.65
RAL907,51.78333333
RAL907,43.05
RAL907,51.15
RAL907,26.45
RAL908,46.05
RAL908,61.15
RAL908,57.88333333
RAL908,36.33333333
RAL908,43.33333333
RAL908,47.95
RAL908,42.11666667
RAL908,37.43333333
RAL908,62.93333333
RAL908,45.51666667
RAL908,62.7
RAL908,42.9
RAL908,46.36666667
RAL908,48.43333333
RAL908,38.96666667
RAL911,30.51666667
RAL911,30.7
RAL911,39.68333333
RAL911,33.48333333
RAL911,28.71666667
RAL911,67.7
RAL911,32.91666667
RAL911,33.7
RAL911,46.55
RAL911,42.61666667
RAL911,30.7
RAL911,53.6
RAL911,29.78333333
RAL911,47.46666667
RAL911,44.28333333
RAL911,55.43333333
RAL913,96.11666667
RAL913,71.08333333
RAL913,77.8
RAL913,87.88333333
RAL913,67.95
RAL913,59.3
RAL913,75.56666667
RAL913,113.65
RAL913,74.38333333
RAL913,93.1
RAL913,66.25
RAL913,66.03333333
RAL913,110.3833333
RAL913,42.66666667
RAL913,111.6
RAL913,112.7166667
RAL235,105.7333333
RAL235,44.91666667
RAL235,47.91666667
RAL235,66.43333333
RAL235,83.16666667
RAL235,59.35
RAL235,77.8
RAL235,58.08333333
RAL235,36.8
RAL235,93.01666667
RAL235,41.25
RAL235,60.65
RAL235,70.35
RAL235,38.53333333
RAL235,63.38333333
RAL235,65.63333333
RAL310,54.48333333
RAL310,60.56666667
RAL310,51.7
RAL310,50.45
RAL310,36.63333333
RAL310,49.46666667
RAL310,44.76666667
RAL310,47.88333333
RAL310,43.33333333
RAL310,56.81666667
RAL310,34
RAL310,66.9
RAL310,50.41666667
RAL310,49.06666667
RAL310,35.45
RAL310,24.88333333
RAL409,72.31666667
RAL409,49.6
RAL409,51.96666667
RAL409,35.5
RAL409,37.2
RAL409,49.46666667
RAL409,48.86666667
RAL409,65.4
RAL409,40.01666667
RAL409,26.66666667
RAL409,31.78333333
RAL409,27.33333333
RAL409,42.3
RAL409,20.16666667
RAL409,48.53333333
RAL409,82.3
RAL887,46.63333333
RAL887,29.26666667
RAL887,40.55
RAL887,28.15
RAL887,75.5
RAL887,56.4
RAL887,37.78333333
RAL887,42.61666667
RAL887,54.2
RAL887,45.28333333
RAL887,39.88333333
RAL887,25.63333333
RAL887,40.76666667
RAL887,33.18333333
RAL887,49.28333333
RAL887,45.08333333
RAL40,94.31666667
RAL40,33.73333333
RAL40,63.45
RAL40,39.91666667
RAL40,56.6
RAL40,31.53333333
RAL40,52.26666667
RAL40,45.3
RAL40,71.81666667
RAL40,47.25
RAL40,42.96666667
RAL40,43.9
RAL40,46.21666667
RAL40,41.23333333
RAL40,46.48333333
RAL40,59.95
RAL57,47.43333333
RAL57,39.38333333
RAL57,32.25
RAL57,29.85
RAL57,32.38333333
RAL57,39.53333333
RAL57,26.78333333
RAL57,64.08333333
RAL57,48.41666667
RAL57,26.93333333
RAL57,32.81666667
RAL57,51.6
RAL57,33.05
RAL57,28.71666667
RAL57,42.15
RAL57,40.2
RAL229,60.35
RAL229,48.3
RAL229,89.38333333
RAL229,60.15
RAL229,94.4
RAL229,26.95
RAL229,35.3
RAL229,90.06666667
RAL229,96.73333333
RAL229,46.51666667
RAL229,77.43333333
RAL229,72.08333333
RAL229,71.4
RAL229,56.28333333
RAL229,47.4
RAL229,67.26666667
RAL321,41.38333333
RAL321,42.13333333
RAL321,27.78333333
RAL321,28.73333333
RAL321,37.76666667
RAL321,41.63333333
RAL321,16.85
RAL321,41.38333333
RAL321,31.66666667
RAL321,45.61666667
RAL321,40.83333333
RAL321,58.38333333
RAL321,35.43333333
RAL321,30.23333333
RAL321,39.65
RAL321,51.9
RAL405,88.4
RAL405,52.78333333
RAL405,26.65
RAL405,50.43333333
RAL405,31.35
RAL405,38.51666667
RAL405,43.58333333
RAL405,48.48333333
RAL405,88.98333333
RAL405,63.3
RAL405,27.71666667
RAL405,35.08333333
RAL405,48.71666667
RAL405,33.95
RAL405,44.31666667
RAL405,32.5
RAL406,53.86666667
RAL406,72.45
RAL406,67.93333333
RAL406,56.6
RAL406,32.18333333
RAL406,78.36666667
RAL406,62.53333333
RAL406,62.31666667
RAL406,59.28333333
RAL406,48.63333333
RAL406,85.58333333
RAL406,55.56666667
RAL406,51.9
RAL406,47.16666667
RAL406,67.25
RAL439,63.98333333
RAL439,44.81666667
RAL439,37.86666667
RAL439,29.66666667
RAL439,49.2
RAL439,49.75
RAL439,35.88333333
RAL439,71.85
RAL439,56.93333333
RAL439,71.58333333
RAL439,47.8
RAL439,31.71666667
RAL439,59.71666667
RAL439,51.68333333
RAL439,47.46666667
RAL439,43.15
RAL513,23.43333333
RAL513,28.28333333
RAL513,32.71666667
RAL513,26.68333333
RAL513,35.53333333
RAL513,22.93333333
RAL513,29.51666667
RAL513,32.61666667
RAL513,25.93333333
RAL513,36.6
RAL513,24.51666667
RAL513,29.96666667
RAL513,39.3
RAL513,41.28333333
RAL513,21.11666667
RAL513,28.66666667
RAL530,79.73333333
RAL530,55.9
RAL530,60.93333333
RAL530,81.15
RAL530,80.31666667
RAL530,62.43333333
RAL530,40.5
RAL530,115.1833333
RAL530,67.36666667
RAL530,51.08333333
RAL530,72.78333333
RAL530,66.21666667
RAL530,42.91666667
RAL530,64.31666667
RAL530,86.28333333
RAL530,82.23333333
RAL306,57.93333333
RAL306,37.75
RAL306,21.4
RAL306,33.3
RAL306,31.81666667
RAL306,16.93333333
RAL306,61.51666667
RAL306,27.56666667
RAL306,37.45
RAL306,36.48333333
RAL306,47.66666667
RAL306,40.96666667
RAL306,31.16666667
RAL306,19.15
RAL306,64.35
RAL306,18.98333333